"N-gram","北齐书","北齐书翻译","Total"
"常卿李元忠等","1","1","2"
"原王段孝先总","1","1","2"
"子绣外貌儒雅","1","1","2"
"高祖大行台左","2","0","2"
"大行台左光禄","1","1","2"
"行台左光禄大","1","1","2"
"台左光禄大夫","1","1","2"
"父爵富城子授","1","1","2"
"显祖开府主簿","1","1","2"
"晋州法曹参军","1","1","2"
"黄门郎李怀奏","1","1","2"
"子开府行参军","1","1","2"
"开府行参军君","1","1","2"
"府行参军君确","1","1","2"
"会高祖率众东","1","1","2"
"后高祖奉送皇","1","1","2"
"高祖奉送皇后","1","1","2"
"除东徐州刺史","1","1","2"
"文伟行范阳郡","1","1","2"
"伟行范阳郡事","1","1","2"
"功封大夏县男","1","1","2"
"开府墨曹参军","1","1","2"
"七兵尚书郭秀","1","1","2"
"少年才学富盛","1","1","2"
"长广太守邢子","1","1","2"
"广太守邢子广","1","1","2"
"乌苏镇城都督","1","1","2"
"中书舍人马士","1","1","2"
"书舍人马士达","1","1","2"
"济州征东府功","1","1","2"
"州征东府功曹","1","1","2"
"征东府功曹参","1","1","2"
"东府功曹参军","1","1","2"
"大丞相府记室","1","1","2"
"丞相府记室参","1","1","2"
"相府记室参军","1","1","2"
"寻除散骑常侍","2","0","2"
"尚书工部员外","1","1","2"
"书工部员外郎","1","1","2"
"兰根身长八尺","1","1","2"
"北海王国侍郎","1","1","2"
"定州长流参军","1","1","2"
"司徒二府记室","1","1","2"
"徒二府记室参","1","1","2"
"二府记室参军","1","1","2"
"夏州平北府长","1","1","2"
"中原强宗子弟","1","1","2"
"贼刺史侯莫陈","1","1","2"
"刺史侯莫陈仲","1","1","2"
"秦南岐四州军","1","1","2"
"南岐四州军事","1","1","2"
"四州行台尚书","1","1","2"
"时应诏王道习","1","1","2"
"兰根河北行台","2","0","2"
"令兰根观察魏","1","1","2"
"兰根观察魏前","1","1","2"
"根观察魏前废","1","1","2"
"观察魏前废帝","1","1","2"
"黄门崔同心","1","1","2"
"武帝大加谴责","1","1","2"
"冀定殷三州军","1","1","2"
"定殷三州军事","1","1","2"
"佐命功臣配享","1","1","2"
"大司马府法曹","1","1","2"
"司马府法曹参","1","1","2"
"马府法曹参军","1","1","2"
"尚书金部郎中","1","1","2"
"南道行台郎中","1","1","2"
"显祖谘议参军","1","1","2"
"清河东武城人","1","1","2"
"释褐太学博士","2","0","2"
"邑一千四百户","1","1","2"
"相府中兵参军","1","1","2"
"人日登云龙门","1","1","2"
"除太子中庶子","2","0","2"
"河东人士姓裴","1","1","2"
"王大司马中兵","1","1","2"
"大司马中兵参","1","1","2"
"司马中兵参军","1","1","2"
"司空外兵参军","1","1","2"
"大司马府记室","1","1","2"
"司马府记室参","1","1","2"
"马府记室参军","1","1","2"
"土贼崔迦叶等","1","1","2"
"中外府司马李","1","1","2"
"外府司马李义","1","1","2"
"府司马李义深","1","1","2"
"相府城局李士","1","1","2"
"府城局李士略","1","1","2"
"迁司徒府记室","1","1","2"
"司徒府记室参","1","1","2"
"徒府记室参军","1","1","2"
"元康承受意旨","1","1","2"
"魏尚书仆射范","1","1","2"
"尚书仆射范阳","1","1","2"
"书仆射范阳卢","1","1","2"
"仆射范阳卢道","1","1","2"
"右卫将军郭琼","1","1","2"
"元康金五十斤","1","1","2"
"王思政入颍城","2","0","2"
"赏元康金百铤","1","1","2"
"世宗将受魏禅","1","1","2"
"苍头奴兰固成","1","1","2"
"沧五州诸军事","1","1","2"
"武邑县一千户","1","1","2"
"平秦王归彦反","1","1","2"
"圣人合德天地","1","1","2"
"第二子廷尉监","1","1","2"
"二子廷尉监台","1","1","2"
"子廷尉监台卿","1","1","2"
"廷尉监台卿断","1","1","2"
"尉监台卿断狱","1","1","2"
"时楚州人东方","1","1","2"
"楚州人东方白","1","1","2"
"州人东方白额","1","1","2"
"人东方白额谋","1","1","2"
"东方白额谋反","1","1","2"
"庄子·惠施篇","1","1","2"
"令主书杜永珍","1","1","2"
"追赠弼使持节","1","1","2"
"朱兆都督长史","1","1","2"
"行台尚书辛术","1","1","2"
"台尚书辛术等","1","1","2"
"功封隰城县伯","1","1","2"
"丞相府参军事","1","1","2"
"等十一州诸军","1","1","2"
"十一州诸军事","1","1","2"
"行台殿中尚书","1","1","2"
"司徒水曹行参","1","1","2"
"徒水曹行参军","1","1","2"
"中军大都督韩","1","1","2"
"军大都督韩轨","1","1","2"
"大都督韩轨府","1","1","2"
"都督韩轨府长","1","1","2"
"督韩轨府长史","1","1","2"
"相府骑兵二局","1","1","2"
"相骑兵参军事","1","1","2"
"迁东徐州刺史","2","0","2"
"相府墨曹参军","1","1","2"
"世宗相府外兵","1","1","2"
"宗相府外兵参","1","1","2"
"相府外兵参军","1","1","2"
"刺史陆士茂诈","1","1","2"
"茹主庵罗辰率","1","1","2"
"部尚书尉瑾辅","1","1","2"
"高祖大举西伐","1","1","2"
"魏东平王元匡","1","1","2"
"东平王元匡妾","1","1","2"
"平王元匡妾张","1","1","2"
"王元匡妾张氏","1","1","2"
"元匡妾张氏淫","1","1","2"
"匡妾张氏淫逸","1","1","2"
"妾张氏淫逸放","1","1","2"
"侯莫陈悦杀贺","1","1","2"
"莫陈悦杀贺拔","1","1","2"
"陈悦杀贺拔岳","1","1","2"
"高祖英武非常","1","1","2"
"高嵩持金环一","1","1","2"
"嵩持金环一枚","1","1","2"
"讨西魏仪同金","1","1","2"
"西魏仪同金祚","1","1","2"
"灵州镇城大都","1","1","2"
"州镇城大都督","1","1","2"
"台慕容绍宗见","1","1","2"
"慕容绍宗见北","1","1","2"
"丰游水向土山","1","1","2"
"右谷蠡王潘六","1","1","2"
"谷蠡王潘六奚","1","1","2"
"司马斛律金等","1","1","2"
"雍州刺史元猛","1","1","2"
"祖魏献文皇帝","2","0","2"
"树等五人相继","1","1","2"
"等五人相继南","1","1","2"
"绢二十四万匹","1","1","2"
"宫门外骂元韶","1","1","2"
"位事黄门侍郎","2","0","2"
"荥阳太守郑仲","1","1","2"
"阳太守郑仲明","1","1","2"
"七百二十一人","1","1","2"
"魏冀州征东府","1","1","2"
"冀州征东府司","1","1","2"
"寻除海州刺史","2","0","2"
"秘书监常景选","1","1","2"
"车千秋分一字","1","1","2"
"兄弟深相友爱","1","1","2"
"晓便寓居清河","1","1","2"
"中岳先生郑道","1","1","2"
"岳先生郑道昭","1","1","2"
"持元礼数篇诗","1","1","2"
"雍州刺史慕容","1","1","2"
"州刺史慕容献","1","1","2"
"太师咸阳王坦","2","0","2"
"史中尉崔暹一","1","1","2"
"显祖初嗣霸业","2","0","2"
"令都督陈山提","1","1","2"
"都督陈山提等","1","1","2"
"劝帝早赴晋阳","1","1","2"
"卜筮杂占阴阳","1","1","2"
"召太常卿邢邵","1","1","2"
"度支尚书陆操","1","1","2"
"黄门侍郎阳休","1","1","2"
"魏太傅咸阳王","1","1","2"
"司空公潘相乐","1","1","2"
"伯父吏部尚书","1","1","2"
"父吏部尚书孝","1","1","2"
"吏部尚书孝芬","1","1","2"
"魏帝问仆射崔","1","1","2"
"帝问仆射崔暹","1","1","2"
"费事三百一十","1","1","2"
"事三百一十四","1","1","2"
"三百一十四条","1","1","2"
"令尚书右仆射","1","1","2"
"尚书右仆射薛","1","1","2"
"太尉汝南王悦","1","1","2"
"帝孙帝子帝弟","1","1","2"
"孙帝子帝弟帝","1","1","2"
"帝子帝弟帝叔","1","1","2"
"除银青光禄大","1","1","2"
"判祠部尚书事","1","1","2"
"广平王开府功","1","1","2"
"平王开府功曹","1","1","2"
"王开府功曹史","1","1","2"
"访朝廷子弟忠","1","1","2"
"朝廷子弟忠孝","1","1","2"
"廷子弟忠孝谨","1","1","2"
"范阳卢正通首","1","1","2"
"补中外府功曹","2","0","2"
"事中郎陆杳将","1","1","2"
"干明元年八月","1","1","2"
"奏车驾北征后","1","1","2"
"丞相西合祭酒","1","1","2"
"相西合祭酒卢","1","1","2"
"西合祭酒卢思","1","1","2"
"合祭酒卢思道","1","1","2"
"入荆州汶阳郡","1","1","2"
"荆州汶阳郡高","1","1","2"
"州汶阳郡高安","1","1","2"
"汶阳郡高安县","1","1","2"
"小弟子戏截蛇","1","1","2"
"弟子戏截蛇头","1","1","2"
"清河王岳进军","1","1","2"
"主上虚心相待","1","1","2"
"周年天子递代","1","1","2"
"年天子递代坐","1","1","2"
"军功封建宁县","1","1","2"
"功封建宁县侯","1","1","2"
"廷尉卿黄罗汉","1","1","2"
"周铁虎一人背","1","1","2"
"改封安城郡公","1","1","2"
"扬州道行台慕","1","1","2"
"州道行台慕容","1","1","2"
"道行台慕容俨","1","1","2"
"行台慕容俨率","1","1","2"
"安州刺史吴明","1","1","2"
"州刺史吴明彻","1","1","2"
"巴陵太守任忠","1","1","2"
"司空侯安都等","1","1","2"
"御史中丞刘仲","1","1","2"
"史中丞刘仲威","1","1","2"
"陈合州刺史裴","1","1","2"
"合州刺史裴景","1","1","2"
"州刺史裴景晖","1","1","2"
"琳骠骑大将军","1","1","2"
"军将军尉破胡","1","1","2"
"将军尉破胡等","1","1","2"
"陈将吴明彻进","1","1","2"
"将吴明彻进兵","1","1","2"
"明彻昼夜攻击","1","1","2"
"城内水气转侵","1","1","2"
"城东北二十里","1","1","2"
"故吏梁骠骑府","1","1","2"
"吏梁骠骑府仓","1","1","2"
"梁骠骑府仓曹","1","1","2"
"骠骑府仓曹参","1","1","2"
"骑府仓曹参军","1","1","2"
"府仓曹参军朱","1","1","2"
"陈尚书仆射徐","1","1","2"
"尚书仆射徐陵","1","1","2"
"开府仪同主簿","1","1","2"
"府仪同主簿刘","1","1","2"
"仪同主簿刘韶","1","1","2"
"同主簿刘韶慧","1","1","2"
"主簿刘韶慧等","1","1","2"
"扬州人茅知胜","1","1","2"
"州人茅知胜等","1","1","2"
"人茅知胜等五","1","1","2"
"茅知胜等五人","1","1","2"
"赠十五州诸军","1","1","2"
"十五州诸军事","1","1","2"
"兖州刺史南康","1","1","2"
"州刺史南康嗣","1","1","2"
"刺史南康嗣王","1","1","2"
"史南康嗣王会","1","1","2"
"南康嗣王会理","1","1","2"
"康嗣王会理总","1","1","2"
"梁将湛海珍等","1","1","2"
"僧辩阴谋篡逆","1","1","2"
"梁永嘉王萧庄","1","1","2"
"弟司空鄱阳王","1","1","2"
"作屏风等杂物","1","1","2"
"梁太子詹事汝","1","1","2"
"太子詹事汝南","1","1","2"
"子詹事汝南周","1","1","2"
"詹事汝南周舍","1","1","2"
"豫章王国左常","1","1","2"
"章王国左常侍","1","1","2"
"魏统军石茂孙","1","1","2"
"统军石茂孙所","1","1","2"
"挟天子令诸侯","1","1","2"
"髑髅额骨长数","1","1","2"
"髅额骨长数寸","1","1","2"
"武成酒色过度","1","1","2"
"胡长仁左仆射","2","0","2"
"尚药典御邓宣","1","1","2"
"药典御邓宣文","1","1","2"
"见徐勉作仆射","1","1","2"
"父兄黄门侍郎","1","1","2"
"中直侍郎河间","1","1","2"
"付长史慕容白","1","1","2"
"长史慕容白泽","1","1","2"
"沙门昙谟征等","1","1","2"
"遣光州刺史奚","1","1","2"
"光州刺史奚思","1","1","2"
"州刺史奚思业","1","1","2"
"太原公开府司","1","1","2"
"原公开府司马","1","1","2"
"授大行台右丞","1","1","2"
"尚太原长公主","1","1","2"
"改封华山郡公","1","1","2"
"愔尚书左仆射","2","0","2"
"尚书左仆射平","1","1","2"
"书左仆射平秦","1","1","2"
"左仆射平秦王","1","1","2"
"仆射平秦王归","1","1","2"
"射平秦王归彦","1","1","2"
"黄门侍郎郑子","1","1","2"
"门侍郎郑子默","1","1","2"
"侍郎郑子默受","1","1","2"
"郎郑子默受遗","1","1","2"
"郑子默受遗诏","1","1","2"
"子默受遗诏辅","1","1","2"
"默受遗诏辅政","1","1","2"
"常山王随梓宫","1","1","2"
"尚书省大会百","1","1","2"
"书省大会百僚","1","1","2"
"见都督叱利骚","1","1","2"
"惜献皇帝基业","1","1","2"
"屯田主客郎中","1","1","2"
"太原公开府记","1","1","2"
"原公开府记室","1","1","2"
"历文襄大将军","2","0","2"
"清河王岳司州","2","0","2"
"河王岳司州牧","2","0","2"
"侍中高德政旧","1","1","2"
"洛州刺史王元","1","1","2"
"州刺史王元轨","1","1","2"
"刺史王元轨召","1","1","2"
"梁州刺史羊灵","1","1","2"
"州刺史羊灵佑","1","1","2"
"王慧龙云太原","2","0","2"
"慧龙云太原人","2","0","2"
"尚书二千石郎","1","1","2"
"书二千石郎中","1","1","2"
"都督中兵参军","1","1","2"
"御史崔子武督","1","1","2"
"史崔子武督察","1","1","2"
"崔子武督察州","1","1","2"
"子武督察州郡","1","1","2"
"本州岛大中正","2","0","2"
"松年恋旧情切","1","1","2"
"魏吏部郎清河","1","1","2"
"河南陆道晖等","1","1","2"
"吏部尚书陇西","1","1","2"
"黄门侍郎李琰","1","1","2"
"按尚书门下事","1","1","2"
"时黄门郎贾思","1","1","2"
"黄门郎贾思同","1","1","2"
"门郎贾思同侍","1","1","2"
"郎贾思同侍立","1","1","2"
"卢元明首通使","1","1","2"
"元明首通使命","1","1","2"
"尚书右仆射高","1","1","2"
"书右仆射高隆","1","1","2"
"御史中尉高仲","1","1","2"
"史中尉高仲密","1","1","2"
"故尚书令陈留","1","1","2"
"尚书令陈留公","1","1","2"
"书令陈留公继","1","1","2"
"令陈留公继伯","1","1","2"
"想彼境内宁静","1","1","2"
"事黄门侍郎颢","1","1","2"
"黄门侍郎颢等","1","1","2"
"吏部郎中尉瑾","1","1","2"
"禅代诏册诸文","1","1","2"
"诏平原王高隆","1","1","2"
"魏初邓彦海撰","1","1","2"
"司空司马辛元","1","1","2"
"空司马辛元植","1","1","2"
"尚书郎高孝干","1","1","2"
"合一百一十卷","1","1","2"
"五年三月奏上","1","1","2"
"太常少卿修国","1","1","2"
"常少卿修国史","1","1","2"
"顿丘李庶家传","1","1","2"
"皇居新殿台赋","1","1","2"
"中书郎崔肇师","1","1","2"
"贾充置左右夫","1","1","2"
"充置左右夫人","1","1","2"
"皇太子纳郑良","1","1","2"
"太子纳郑良娣","1","1","2"
"安德王延宗纳","1","1","2"
"德王延宗纳赵","1","1","2"
"王延宗纳赵郡","1","1","2"
"延宗纳赵郡李","1","1","2"
"宗纳赵郡李祖","1","1","2"
"纳赵郡李祖收","1","1","2"
"石榴房中多子","1","1","2"
"中山太守阳休","1","1","2"
"太子舍人卢询","1","1","2"
"子舍人卢询祖","1","1","2"
"司空主簿李翥","1","1","2"
"专委侍中高元","1","1","2"
"委侍中高元海","1","1","2"
"都官尚书毕义","1","1","2"
"官尚书毕义云","1","1","2"
"奇货猓然褥表","1","1","2"
"黄门郎元文遥","1","1","2"
"尚书膳部郎中","1","1","2"
"中书侍郎李绘","1","1","2"
"书侍郎李绘等","1","1","2"
"州刺史郭志杀","1","1","2"
"刺史郭志杀郡","1","1","2"
"史郭志杀郡守","1","1","2"
"前后二十余州","1","1","2"
"濮阳太守戴僧","1","1","2"
"阳太守戴僧施","1","1","2"
"南兖州刺史郭","1","1","2"
"兖州刺史郭元","1","1","2"
"州刺史郭元建","1","1","2"
"大将军府功曹","1","1","2"
"大丞相府功曹","1","1","2"
"丞相府功曹参","1","1","2"
"进封宁都郡公","1","1","2"
"彦深清贞守道","1","1","2"
"士开贪淫乱政","1","1","2"
"娄定远等谋士","2","0","2"
"定远等谋士开","2","0","2"
"大丞相功曹参","1","1","2"
"丞相功曹参军","1","1","2"
"彦深小心恭慎","1","1","2"
"选封安国县伯","1","1","2"
"大将军赵郡公","1","1","2"
"将军赵郡公琛","1","1","2"
"补季舒大行台","1","1","2"
"季舒大行台都","1","1","2"
"舒大行台都官","1","1","2"
"大将军中兵参","1","1","2"
"将军中兵参军","1","1","2"
"尚食典御陈山","1","1","2"
"食典御陈山提","1","1","2"
"典御陈山提等","1","1","2"
"季舒总监内作","1","1","2"
"时贵臣赵彦深","1","1","2"
"尚书仪曹郎中","1","1","2"
"史万俟受洛制","1","1","2"
"署珽开府仓曹","1","1","2"
"珽开府仓曹参","1","1","2"
"开府仓曹参军","1","1","2"
"送魏兰陵公主","1","1","2"
"连珠孔雀罗等","1","1","2"
"珠孔雀罗等百","1","1","2"
"孔雀罗等百余","1","1","2"
"故尚书令元世","1","1","2"
"尚书令元世隽","1","1","2"
"博陵长公主所","1","1","2"
"陵长公主所生","1","1","2"
"参军事摄典签","1","1","2"
"军事摄典签陆","1","1","2"
"事摄典签陆子","1","1","2"
"摄典签陆子先","1","1","2"
"胶州刺史司马","1","1","2"
"史司马世云家","1","1","2"
"神武中外府功","1","1","2"
"武中外府功曹","1","1","2"
"功曹参军赵彦","1","1","2"
"曹参军赵彦深","1","1","2"
"参军赵彦深宣","1","1","2"
"事中郎王士雅","1","1","2"
"中郎王士雅推","1","1","2"
"郎王士雅推检","1","1","2"
"田曹参军孙子","1","1","2"
"曹参军孙子宽","1","1","2"
"黄门郎高德正","1","1","2"
"门郎高德正副","1","1","2"
"郎高德正副留","1","1","2"
"高德正副留台","1","1","2"
"德正副留台事","1","1","2"
"列中书侍郎陆","1","1","2"
"中书侍郎陆元","1","1","2"
"书侍郎陆元规","1","1","2"
"中书门下二省","1","1","2"
"追尊太祖献武","1","1","2"
"尊太祖献武皇","1","1","2"
"祖献武皇帝神","2","0","2"
"献武皇帝神武","2","0","2"
"祖文宣皇帝改","1","1","2"
"爱少子东平王","1","1","2"
"少子东平王俨","1","1","2"
"后主体正居长","1","1","2"
"宫车一日晚驾","1","1","2"
"尚书令赵彦深","1","1","2"
"左仆射元文遥","1","1","2"
"令妻兄郑道盖","1","1","2"
"妻兄郑道盖奏","1","1","2"
"广宁王孝珩交","1","1","2"
"宁王孝珩交结","1","1","2"
"司农卿尹子华","1","1","2"
"太府少卿李叔","1","1","2"
"府少卿李叔元","1","1","2"
"平准令张叔略","1","1","2"
"宿卫都督等号","1","1","2"
"卫都督等号位","1","1","2"
"御史中丞丽伯","1","1","2"
"梁州刺史君璧","1","1","2"
"孝征多才博学","1","1","2"
"令韩长鸾检案","1","1","2"
"子琮监造大明","1","1","2"
"琮监造大明宫","1","1","2"
"时太尉录尚书","1","1","2"
"太尉录尚书事","1","1","2"
"齐安王纳子琮","1","1","2"
"宗大将军府参","1","1","2"
"大将军府参军","1","1","2"
"中斛律孝卿宣","1","1","2"
"恨斛律孝卿轻","1","1","2"
"莫多娄敬显等","1","1","2"
"事中郎封长业","1","1","2"
"丞相府外兵曹","1","1","2"
"大丞相府骑兵","1","1","2"
"丞相府骑兵曹","1","1","2"
"大丞相骑兵参","1","1","2"
"屯留县开国侯","1","1","2"
"淮南王开府中","1","1","2"
"南王开府中兵","1","1","2"
"王开府中兵参","1","1","2"
"开府中兵参军","1","1","2"
"府中兵参军事","1","1","2"
"加左右大都督","1","1","2"
"除左右大将军","2","0","2"
"封广汉郡开国","1","1","2"
"广汉郡开国公","1","1","2"
"封开封郡开国","1","1","2"
"开封郡开国公","1","1","2"
"南行台尚书右","1","1","2"
"行台尚书右仆","1","1","2"
"台尚书右仆射","1","1","2"
"将吴明彻寇淮","2","0","2"
"吴明彻寇淮南","2","0","2"
"人陈暄等作乱","1","1","2"
"斩首二千余级","2","0","2"
"陈将萧摩诃率","1","1","2"
"封西河郡开国","1","1","2"
"西河郡开国公","1","1","2"
"赐爵石门县子","1","1","2"
"尚书右仆射事","1","1","2"
"平王北宫留后","1","1","2"
"武平末假仪同","1","1","2"
"平末假仪同三","1","1","2"
"末假仪同三司","1","1","2"
"中外府帐内都","1","1","2"
"外府帐内都督","1","1","2"
"封广兴县开国","1","1","2"
"广兴县开国君","1","1","2"
"封石城县开国","1","1","2"
"石城县开国子","1","1","2"
"肆州平寇县干","1","1","2"
"封雍州京兆郡","1","1","2"
"封石城郡开国","1","1","2"
"石城郡开国伯","1","1","2"
"封义宁县开国","1","1","2"
"义宁县开国君","1","1","2"
"三州行台左丞","1","1","2"
"朱荣大将军府","1","1","2"
"荣大将军府长","1","1","2"
"大将军府长流","1","1","2"
"将军府长流参","1","1","2"
"军府长流参军","1","1","2"
"荣大丞相府长","1","1","2"
"大丞相府长流","1","1","2"
"丞相府长流参","1","1","2"
"相府长流参军","1","1","2"
"西华县都乡男","1","1","2"
"石保县开国子","1","1","2"
"大义郡开国公","1","1","2"
"义郡开国公率","1","1","2"
"开府咨议参军","2","0","2"
"定州六州都督","1","1","2"
"中外府外兵参","1","1","2"
"外府外兵参军","1","1","2"
"北道行台仆射","1","1","2"
"河阳道行台仆","1","1","2"
"阳道行台仆射","1","1","2"
"武乡郡开国公","1","1","2"
"永昌郡开国公","1","1","2"
"仪同叱干苟生","1","1","2"
"建州道行台左","1","1","2"
"州道行台左仆","1","1","2"
"道行台左仆射","1","1","2"
"开府纥奚永安","1","1","2"
"广平王开府中","1","1","2"
"平王开府中郎","1","1","2"
"郡太守陆士佩","1","1","2"
"加通直散骑常","1","1","2"
"带东南道行台","1","1","2"
"东南道行台左","1","1","2"
"南道行台左丞","1","1","2"
"大将军西合祭","1","1","2"
"将军西合祭酒","1","1","2"
"中外府中兵参","1","1","2"
"外府中兵参军","1","1","2"
"潜扬州道行台","2","0","2"
"扬州道行台左","1","1","2"
"州道行台左丞","1","1","2"
"州刺史王奉国","1","1","2"
"合州刺史周令","1","1","2"
"州刺史周令珍","1","1","2"
"功加散骑常侍","1","1","2"
"陈将吴明彻渡","1","1","2"
"扬州道行台尚","1","1","2"
"魏右光禄大夫","1","1","2"
"任城王湝丞相","2","0","2"
"扬州录事参军","1","1","2"
"琅邪王俨大司","2","0","2"
"邪王俨大司马","2","0","2"
"大司马西合祭","1","1","2"
"司马西合祭酒","1","1","2"
"幽州刺史常景","1","1","2"
"太保长孙稚府","1","1","2"
"保长孙稚府属","1","1","2"
"授世宗开府主","1","1","2"
"世宗开府主簿","1","1","2"
"新泰县开国伯","1","1","2"
"尚书左丞卢斐","1","1","2"
"始平县开国男","1","1","2"
"官尚书右仆射","1","1","2"
"尚书水部郎中","1","1","2"
"太保开府西合","1","1","2"
"保开府西合祭","1","1","2"
"五兵左民郎中","1","1","2"
"徒录事参军卢","1","1","2"
"录事参军卢思","1","1","2"
"事参军卢思道","1","1","2"
"参军卢思道私","1","1","2"
"托中书侍郎李","1","1","2"
"京司宗中大夫","1","1","2"
"仪同开府参军","1","1","2"
"同开府参军事","1","1","2"
"尚书民部考功","1","1","2"
"书民部考功侍","1","1","2"
"民部考功侍郎","1","1","2"
"泰州开府长史","1","1","2"
"世宗骠骑府长","1","1","2"
"宗骠骑府长史","1","1","2"
"济州仪同长史","1","1","2"
"武平五年三月","1","1","2"
"尚书三公郎中","1","1","2"
"散骑常侍陆晏","1","1","2"
"骑常侍陆晏子","1","1","2"
"国子祭酒马敬","1","1","2"
"子祭酒马敬德","1","1","2"
"祭酒马敬德等","1","1","2"
"除南兖州刺史","1","1","2"
"娶陇西李士元","1","1","2"
"永安公开府法","1","1","2"
"安公开府法曹","1","1","2"
"赐爵万年县子","1","1","2"
"太师咸阳王行","1","1","2"
"师咸阳王行参","1","1","2"
"咸阳王行参军","1","1","2"
"太子步兵校尉","1","1","2"
"尚书毕义云争","1","1","2"
"累世本州岛刺","2","0","2"
"世本州岛刺史","2","0","2"
"秦州刺史宋嵩","1","1","2"
"淮南招募三四","1","1","2"
"南招募三四万","1","1","2"
"招募三四万人","1","1","2"
"袁聿修等十八","1","1","2"
"聿修等十八人","1","1","2"
"修等十八人同","1","1","2"
"度支尚书元修","2","0","2"
"支尚书元修伯","2","0","2"
"魏末大儒徐遵","1","1","2"
"末大儒徐遵明","1","1","2"
"魏朝博陵刘献","1","1","2"
"河间宗惠振等","1","1","2"
"中书令魏收等","1","1","2"
"北平太守宋景","1","1","2"
"平太守宋景业","1","1","2"
"尚书平原王高","1","1","2"
"书平原王高隆","1","1","2"
"子博士刁柔参","1","1","2"
"博士刁柔参考","1","1","2"
"公府长流参军","1","1","2"
"仲子犹行古道","2","0","2"
"太府少卿宋世","1","1","2"
"府少卿宋世良","1","1","2"
"少卿宋世良家","1","1","2"
"大儒徐遵明学","1","1","2"
"青州集曹参军","1","1","2"
"太尉长流参军","1","1","2"
"常山府长流参","1","1","2"
"山府长流参军","1","1","2"
"永安王府参军","1","1","2"
"安王府参军事","1","1","2"
"侍中崔季舒等","1","1","2"
"子结兄弟三人","1","1","2"
"武都兖州刺史","2","0","2"
"通直郎兰陵萧","1","1","2"
"直郎兰陵萧放","1","1","2"
"齐州录事参军","1","1","2"
"州录事参军萧","1","1","2"
"州功曹参军颜","1","1","2"
"散骑常侍张雕","1","1","2"
"直散骑侍郎韦","1","1","2"
"散骑侍郎韦道","1","1","2"
"骑侍郎韦道逊","1","1","2"
"太子舍人王劭","1","1","2"
"殿中侍御史魏","1","1","2"
"中侍御史魏澹","1","1","2"
"中散大夫刘仲","1","1","2"
"散大夫刘仲威","1","1","2"
"国子博士朱才","1","1","2"
"奉车都尉眭道","1","1","2"
"车都尉眭道闲","1","1","2"
"考功郎中崔子","1","1","2"
"功郎中崔子枢","1","1","2"
"左外兵郎薛道","1","1","2"
"外兵郎薛道衡","1","1","2"
"省主客郎中卢","1","1","2"
"主客郎中卢思","1","1","2"
"客郎中卢思道","1","1","2"
"太学博士诸葛","1","1","2"
"奉朝请郑公超","1","1","2"
"殿中侍御史郑","1","1","2"
"中侍御史郑子","1","1","2"
"侍御史郑子信","1","1","2"
"御史郑子信等","1","1","2"
"前乐陵太守郑","1","1","2"
"乐陵太守郑元","1","1","2"
"陵太守郑元礼","1","1","2"
"尉少卿杜台卿","1","1","2"
"直散骑常侍王","1","1","2"
"散骑常侍王训","1","1","2"
"前南兖州长史","1","1","2"
"南兖州长史羊","1","1","2"
"兖州长史羊肃","1","1","2"
"直散骑常侍马","1","1","2"
"散骑常侍马元","1","1","2"
"骑常侍马元熙","1","1","2"
"省三公郎中刘","1","1","2"
"开府行参军李","1","1","2"
"府行参军李师","1","1","2"
"行参军李师上","1","1","2"
"命特进崔季舒","1","1","2"
"前仁州刺史刘","1","1","2"
"仁州刺史刘逖","1","1","2"
"散骑常侍李孝","1","1","2"
"骑常侍李孝贞","1","1","2"
"前济州长史李","1","1","2"
"济州长史李翥","1","1","2"
"前广武太守魏","1","1","2"
"广武太守魏骞","1","1","2"
"前西兖州司马","1","1","2"
"西兖州司马萧","1","1","2"
"兖州司马萧溉","1","1","2"
"前幽州长史陆","1","1","2"
"幽州长史陆仁","1","1","2"
"州长史陆仁惠","1","1","2"
"郑州司马江旰","1","1","2"
"前通直散骑侍","1","1","2"
"直散骑侍郎辛","1","1","2"
"散骑侍郎辛德","1","1","2"
"骑侍郎辛德源","1","1","2"
"通直郎封孝謇","1","1","2"
"太尉掾张德冲","1","1","2"
"省右民郎高行","1","1","2"
"右民郎高行恭","1","1","2"
"司徒户曹参军","1","1","2"
"徒户曹参军古","1","1","2"
"户曹参军古道","1","1","2"
"曹参军古道子","1","1","2"
"前司空功曹参","1","1","2"
"司空功曹参军","1","1","2"
"空功曹参军刘","1","1","2"
"晋州治中阳师","1","1","2"
"州治中阳师孝","1","1","2"
"太尉中兵参军","1","1","2"
"尉中兵参军刘","1","1","2"
"中兵参军刘儒","1","1","2"
"兵参军刘儒行","1","1","2"
"司空祭酒阳辟","1","1","2"
"空祭酒阳辟疆","1","1","2"
"司空士曹参军","1","1","2"
"空士曹参军卢","1","1","2"
"士曹参军卢公","1","1","2"
"曹参军卢公顺","1","1","2"
"司徒中兵参军","1","1","2"
"徒中兵参军周","1","1","2"
"中兵参军周子","1","1","2"
"兵参军周子深","1","1","2"
"开府参军王友","1","1","2"
"府参军王友伯","1","1","2"
"司徒法曹参军","1","1","2"
"徒法曹参军事","1","1","2"
"赵郡李謇齐名","1","1","2"
"魏安丰王延明","1","1","2"
"安丰王延明镇","1","1","2"
"荆州行台辛纂","1","1","2"
