"N-gram","新唐书","新唐书翻译","Total"
"杀雅州刺史刘行","1","1","2"
"雅州刺史刘行实","1","1","2"
"左豹韬卫将军卫","1","1","2"
"豹韬卫将军卫蒲","1","1","2"
"韬卫将军卫蒲山","1","1","2"
"武威道行军大总","1","1","2"
"威道行军大总管","1","1","2"
"政台御史大夫格","1","1","2"
"台御史大夫格辅","1","1","2"
"御史大夫格辅元","1","1","2"
"鸾台侍郎乐思晦","1","1","2"
"夏官尚书欧阳通","1","1","2"
"卫大将军张虔勖","1","1","2"
"杀岐州刺史云弘","1","1","2"
"岐州刺史云弘嗣","1","1","2"
"冬官侍郎裴行本","1","1","2"
"洛州司马狄仁杰","1","1","2"
"左卫将军李安静","1","1","2"
"夏官尚书杨执柔","1","1","2"
"杀右卫大将军泉","1","1","2"
"右卫大将军泉献","1","1","2"
"卫大将军泉献诚","1","1","2"
"秋官尚书袁智弘","1","1","2"
"秋官侍郎崔元综","1","1","2"
"夏官侍郎李昭德","1","1","2"
"检校天官侍郎姚","1","1","2"
"检校地官侍郎李","1","1","2"
"校地官侍郎李元","1","1","2"
"地官侍郎李元素","1","1","2"
"武威道行军总管","1","1","2"
"威道行军总管王","1","1","2"
"道行军总管王孝","1","1","2"
"行军总管王孝杰","1","1","2"
"夏官侍郎娄师德","1","1","2"
"杀尚方监裴匪躬","1","1","2"
"加号金轮圣神皇","1","1","2"
"号金轮圣神皇帝","1","1","2"
"文昌右丞韦巨源","1","1","2"
"秋官侍郎陆元方","1","1","2"
"官侍郎陆元方鸾","2","0","2"
"侍郎陆元方鸾台","2","0","2"
"郎陆元方鸾台侍","2","0","2"
"陆元方鸾台侍郎","2","0","2"
"司宾卿豆卢钦望","1","1","2"
"右鹰扬卫大将军","1","1","2"
"鹰扬卫大将军李","1","1","2"
"扬卫大将军李多","1","1","2"
"伐逆道行军大总","1","1","2"
"逆道行军大总管","1","1","2"
"武威道大总管王","1","1","2"
"威道大总管王孝","1","1","2"
"道大总管王孝杰","1","1","2"
"朔方道行军长史","1","1","2"
"加号越古金轮圣","1","1","2"
"号越古金轮圣神","1","1","2"
"瀚海道行军总管","1","1","2"
"台御史大夫杨思","2","0","2"
"文昌右丞李元素","1","1","2"
"政台御史中丞周","1","1","2"
"台御史中丞周允","1","1","2"
"御史中丞周允元","1","1","2"
"容州都督张玄遇","1","1","2"
"永等州经略大使","1","1","2"
"天册万岁元年正","1","1","2"
"册万岁元年正月","1","1","2"
"慈氏越古金轮圣","1","1","2"
"氏越古金轮圣神","1","1","2"
"大周万国颂德天","1","1","2"
"周万国颂德天枢","1","1","2"
"肃边道行军大总","1","1","2"
"道行军大总管击","2","0","2"
"万岁通天元年腊","1","1","2"
"岁通天元年腊月","1","1","2"
"肃边道行军副总","1","1","2"
"边道行军副总管","1","1","2"
"检校夏官侍郎孙","1","1","2"
"校夏官侍郎孙元","1","1","2"
"夏官侍郎孙元亨","1","1","2"
"原州都督府司马","1","1","2"
"松漠都督李尽忠","1","1","2"
"归诚州刺史孙万","1","1","2"
"诚州刺史孙万荣","1","1","2"
"左鹰扬卫将军曹","1","1","2"
"鹰扬卫将军曹仁","1","1","2"
"扬卫将军曹仁师","1","1","2"
"金吾卫大将军张","1","1","2"
"吾卫大将军张玄","1","1","2"
"卫大将军张玄遇","1","1","2"
"左威卫大将军李","1","1","2"
"威卫大将军李多","1","1","2"
"司农少卿麻仁节","1","1","2"
"农少卿麻仁节等","1","1","2"
"榆关道安抚大使","1","1","2"
"同州刺史武攸宜","1","1","2"
"清边道行军大总","1","1","2"
"平狄军副使安道","1","1","2"
"狄军副使安道买","1","1","2"
"前益州大都督府","1","1","2"
"大都督府长史王","1","1","2"
"金吾卫大将军武","1","1","2"
"吾卫大将军武懿","1","1","2"
"卫大将军武懿宗","1","1","2"
"右豹韬卫将军何","1","1","2"
"豹韬卫将军何迦","1","1","2"
"韬卫将军何迦密","1","1","2"
"清边道行军副大","1","1","2"
"边道行军副大总","1","1","2"
"道行军副大总管","1","1","2"
"右武卫将军沙吒","1","1","2"
"武卫将军沙吒忠","1","1","2"
"卫将军沙吒忠义","1","1","2"
"清边中道前军总","1","1","2"
"边中道前军总管","1","1","2"
"宗楚客同凤阁鸾","2","0","2"
"楚客同凤阁鸾台","2","0","2"
"客同凤阁鸾台平","2","0","2"
"娄师德安抚河北","1","1","2"
"幽州都督狄仁杰","1","1","2"
"师德陇右诸军大","2","0","2"
"德陇右诸军大使","2","0","2"
"检校河西营田事","1","1","2"
"左豹韬卫将军阎","1","1","2"
"豹韬卫将军阎知","1","1","2"
"韬卫将军阎知微","1","1","2"
"夏官尚书武攸宁","1","1","2"
"河北道前军总管","1","1","2"
"试天官侍郎苏味","1","1","2"
"天官侍郎苏味道","1","1","2"
"夏官侍郎姚元崇","1","1","2"
"峤同凤阁鸾台平","2","0","2"
"左肃政台御史中","1","1","2"
"政台御史中丞吉","1","1","2"
"台御史中丞吉顼","1","1","2"
"检校右肃政台御","1","1","2"
"校右肃政台御史","1","1","2"
"政台御史中丞魏","1","1","2"
"台御史中丞魏元","1","1","2"
"御史中丞魏元忠","1","1","2"
"试天官侍郎陆元","1","1","2"
"天官侍郎陆元方","1","1","2"
"文昌左相韦巨源","1","1","2"
"夏官尚书唐奉一","1","1","2"
"天兵中军大总管","1","1","2"
"陇右诸军州大使","1","1","2"
"右诸军州大使唐","1","1","2"
"诸军州大使唐休","1","1","2"
"萧关道行军大总","1","1","2"
"关道行军大总管","1","1","2"
"鸾台侍郎李怀远","1","1","2"
"夏官侍郎李迥秀","1","1","2"
"邵王重润永泰郡","2","0","2"
"王重润永泰郡主","2","0","2"
"雍州长史薛季昶","1","1","2"
"持节山东防御大","1","1","2"
"节山东防御大使","1","1","2"
"茂州都督陈大慈","1","1","2"
"检校凉州都督唐","1","1","2"
"校凉州都督唐休","1","1","2"
"天官侍郎韦嗣立","1","1","2"
"封皇孙平恩郡王","1","1","2"
"夏官侍郎宗楚客","1","1","2"
"相王府长史姚元","1","1","2"
"灵武道安抚大使","1","1","2"
"天官侍郎韦承庆","1","1","2"
"左羽林卫将军敬","1","1","2"
"羽林卫将军敬晖","1","1","2"
"检校左羽林卫将","1","1","2"
"校左羽林卫将军","1","1","2"
"左羽林卫将军桓","1","1","2"
"羽林卫将军桓彦","1","1","2"
"林卫将军桓彦范","1","1","2"
"左羽林卫将军李","1","1","2"
"羽林卫将军李湛","1","1","2"
"右羽林卫将军杨","1","1","2"
"羽林卫将军杨元","1","1","2"
"林卫将军杨元琰","1","1","2"
"司刑评事冀仲甫","1","1","2"
"内直郎王同皎率","1","1","2"
"太子宾客武三思","1","1","2"
"太子少詹事祝钦","1","1","2"
"子少詹事祝钦明","1","1","2"
"左骁卫大将军裴","1","1","2"
"骁卫大将军裴思","1","1","2"
"卫大将军裴思谅","1","1","2"
"太子宾客韦巨源","1","1","2"
"李峤同中书门下","2","0","2"
"峤同中书门下三","2","0","2"
"礼部尚书韦巨源","1","1","2"
"袁恕己窦州司马","2","0","2"
"灵武军大总管沙","1","1","2"
"武军大总管沙吒","1","1","2"
"军大总管沙吒忠","1","1","2"
"大总管沙吒忠义","1","1","2"
"屯卫大将军张仁","1","1","2"
"兵部尚书宗楚客","1","1","2"
"杀习艺馆内教苏","1","1","2"
"习艺馆内教苏安","1","1","2"
"艺馆内教苏安恒","1","1","2"
"道行军大总管张","1","1","2"
"行军大总管张仁","1","1","2"
"御史中丞冯嘉宾","1","1","2"
"安西都护牛师奖","1","1","2"
"检校吏部侍郎崔","1","1","2"
"兵部侍郎赵彦昭","1","1","2"
"赵彦昭中书侍郎","2","0","2"
"杀许州司兵参军","1","1","2"
"许州司兵参军燕","1","1","2"
"州司兵参军燕钦","1","1","2"
"司兵参军燕钦融","1","1","2"
"立温王重茂皇太","2","0","2"
"温王重茂皇太子","2","0","2"
"黄门侍郎李日知","1","1","2"
"太子少保韦安石","1","1","2"
"吏部尚书刘幽求","1","1","2"
"右散骑常侍魏知","1","1","2"
"散骑常侍魏知古","1","1","2"
"八十上上州司马","2","0","2"
"左御史台大夫窦","1","1","2"
"御史台大夫窦怀","1","1","2"
"史台大夫窦怀贞","1","1","2"
"刑部尚书郭元振","1","1","2"
"左羽林将军韦播","1","1","2"
"检校陇右群牧大","1","1","2"
"校陇右群牧大使","1","1","2"
"黄门侍郎卢怀慎","1","1","2"
"同紫微黄门三品","1","1","2"
"碛西节度使阿史","1","1","2"
"右骁卫将军郭知","1","1","2"
"骁卫将军郭知运","1","1","2"
"羽林军大将军薛","1","1","2"
"林军大将军薛讷","1","1","2"
"右卫大将军郭虔","1","1","2"
"朔州镇军大总管","1","1","2"
"右骁卫将军李玄","1","1","2"
"骁卫将军李玄道","1","1","2"
"灵州刺史杜宾客","1","1","2"
"相州人崔子岩反","1","1","2"
"廓州刺史盖思贵","1","1","2"
"松州都督孙仁献","1","1","2"
"大武军子将郝灵","1","1","2"
"尚书左丞源乾曜","1","1","2"
"源乾曜黄门侍郎","2","0","2"
"陇右节度使郭知","1","1","2"
"右节度使郭知运","1","1","2"
"道行军大总管王","1","1","2"
"大都督府长史张","1","1","2"
"都督府长史张嘉","1","1","2"
"督府长史张嘉贞","1","1","2"
"凉州都督杨敬述","1","1","2"
"天兵军节度大使","1","1","2"
"兵军节度大使张","1","1","2"
"军节度大使张说","1","1","2"
"京兆人权梁山反","1","1","2"
"北庭节度使张孝","1","1","2"
"庭节度使张孝嵩","1","1","2"
"碛西节度使杜暹","1","1","2"
"陇右节度使王君","1","1","2"
"副大都护赵颐贞","1","1","2"
"陇右节度使张志","1","1","2"
"右节度使张志亮","1","1","2"
"河西节度使萧嵩","1","1","2"
"克吐蕃大莫门城","1","1","2"
"兵部侍郎裴光庭","1","1","2"
"河东道诸军元帅","1","1","2"
"军卫将军盖福慎","1","1","2"
"幽州副总管郭英","1","1","2"
"州副总管郭英杰","1","1","2"
"北庭都护刘涣谋","1","1","2"
"庭都护刘涣谋反","1","1","2"
"黄门侍郎李林甫","1","1","2"
"幽州节度使张守","1","1","2"
"侍老百岁上版授","2","0","2"
"东都人刘普会反","1","1","2"
"十四年正月丙午","2","0","2"
"北庭都护盖嘉运","1","1","2"
"醴泉人刘志诚反","1","1","2"
"西节度副大使崔","1","1","2"
"节度副大使崔希","1","1","2"
"度副大使崔希逸","1","1","2"
"杀监察御史周子","1","1","2"
"监察御史周子谅","1","1","2"
"潮州刺史陈思挺","1","1","2"
"州刺史陈思挺谋","1","1","2"
"刺史陈思挺谋反","1","1","2"
"鄯州都督杜希望","1","1","2"
"开元圣文神武皇","1","1","2"
"元圣文神武皇帝","1","1","2"
"碛西节度使盖嘉","1","1","2"
"西节度使盖嘉运","1","1","2"
"陇右节度使萧炅","1","1","2"
"陈王府参军田同","1","1","2"
"王府参军田同秀","1","1","2"
"宝圣文神武皇帝","1","1","2"
"皇甫惟明吐蕃战","2","0","2"
"朔方军节度使王","1","1","2"
"方军节度使王忠","1","1","2"
"军节度使王忠嗣","1","1","2"
"契丹松漠都督李","1","1","2"
"丹松漠都督李怀","1","1","2"
"松漠都督李怀节","1","1","2"
"门下侍郎陈希烈","1","1","2"
"杀北海郡太守李","1","1","2"
"北海郡太守李邕","1","1","2"
"淄川郡太守裴敦","1","1","2"
"川郡太守裴敦复","1","1","2"
"杀户部侍郎杨慎","1","1","2"
"户部侍郎杨慎矜","1","1","2"
"安西副都护高仙","1","1","2"
"西副都护高仙芝","1","1","2"
"加上玄元皇帝号","2","0","2"
"上玄元皇帝号曰","2","0","2"
"圣祖大道玄元皇","1","1","2"
"祖大道玄元皇帝","1","1","2"
"尊号曰开元天地","2","0","2"
"号曰开元天地大","2","0","2"
"曰开元天地大宝","2","0","2"
"大宝圣文神武应","1","1","2"
"安西四镇节度使","1","1","2"
"西四镇节度使高","1","1","2"
"四镇节度使高仙","1","1","2"
"镇节度使高仙芝","1","1","2"
"云南蛮战西洱河","2","0","2"
"突厥部落阿布思","1","1","2"
"李林甫安北副大","1","1","2"
"林甫安北副大都","1","1","2"
"甫安北副大都护","1","1","2"
"剑南节度使杨国","1","1","2"
"南节度使杨国忠","1","1","2"
"大圣祖高上大道","1","1","2"
"圣祖高上大道金","1","1","2"
"大宝圣文神武证","1","1","2"
"宝圣文神武证道","1","1","2"
"圣文神武证道孝","1","1","2"
"文神武证道孝德","1","1","2"
"神武证道孝德皇","1","1","2"
"武证道孝德皇帝","1","1","2"
"北庭都护程千里","1","1","2"
"庭都护程千里俘","1","1","2"
"剑南节度留后李","1","1","2"
"南节度留后李宓","1","1","2"
"河东节度使杨光","1","1","2"
"伊西节度使封常","1","1","2"
"西节度使封常清","1","1","2"
"恒山郡太守颜杲","1","1","2"
"山郡太守颜杲卿","1","1","2"
"济南郡太守李随","1","1","2"
"平原郡太守颜真","1","1","2"
"原郡太守颜真卿","1","1","2"
"饶阳郡太守卢全","1","1","2"
"阳郡太守卢全诚","1","1","2"
"朔方军节度副使","1","1","2"
"方军节度副使李","1","1","2"
"军节度副使李光","1","1","2"
"节度副使李光弼","1","1","2"
"南阳郡太守鲁炅","1","1","2"
"杀户部尚书安思","1","1","2"
"户部尚书安思顺","1","1","2"
"北海郡太守贺兰","1","1","2"
"海郡太守贺兰进","1","1","2"
"郡太守贺兰进明","1","1","2"
"左龙武大将军陈","1","1","2"
"龙武大将军陈玄","1","1","2"
"武大将军陈玄礼","1","1","2"
"大将军陈玄礼杀","1","1","2"
"御史大夫魏方进","1","1","2"
"闲厩使任沙门叛","1","1","2"
"江陵大都督永王","1","1","2"
"江南西路节度使","1","1","2"
"李麟同中书门下","2","0","2"
"御史大夫李朝隐","1","1","2"
"史大夫李朝隐等","1","1","2"
"大夫李朝隐等八","1","1","2"
"左丞相裴耀卿请","1","1","2"
"新平郡太守薛羽","1","1","2"
"朔方留后支度副","1","1","2"
"方留后支度副使","1","1","2"
"留后支度副使杜","1","1","2"
"后支度副使杜鸿","1","1","2"
"支度副使杜鸿渐","1","1","2"
"六城水陆运使魏","1","1","2"
"城水陆运使魏少","1","1","2"
"水陆运使魏少游","1","1","2"
"支度判官崔简金","1","1","2"
"关内盐池判官李","1","1","2"
"内盐池判官李涵","1","1","2"
"河西行军司马裴","1","1","2"
"西行军司马裴冕","1","1","2"
"行军司马裴冕迎","1","1","2"
"防御蒲潼两关兵","1","1","2"
"御蒲潼两关兵马","1","1","2"
"蒲潼两关兵马元","1","1","2"
"潼两关兵马元帅","1","1","2"
"兵部尚书王思礼","1","1","2"
"河南节度副使张","1","1","2"
"南节度副使张巡","1","1","2"
"丹徒郡太守阎敬","1","1","2"
"河西兵马使孟庭","1","1","2"
"西兵马使孟庭伦","1","1","2"
"兵马使孟庭伦杀","1","1","2"
"郭子仪安庆绪战","2","0","2"
"剑南节度使卢元","1","1","2"
"南节度使卢元裕","1","1","2"
"灵昌郡太守许叔","1","1","2"
"昌郡太守许叔冀","1","1","2"
"渭北节度使李光","1","1","2"
"北节度使李光进","1","1","2"
"行军司马王伯伦","1","1","2"
"兴平军兵马使李","1","1","2"
"平军兵马使李奂","1","1","2"
"左金吾卫将军南","1","1","2"
"金吾卫将军南霁","1","1","2"
"吾卫将军南霁云","1","1","2"
"太子太师韦见素","1","1","2"
"关内节度使王思","1","1","2"
"内节度使王思礼","1","1","2"
"王思礼安庆绪战","2","0","2"
"北庭行营兵马使","1","1","2"
"庭行营兵马使李","1","1","2"
"行营兵马使李嗣","1","1","2"
"营兵马使李嗣业","1","1","2"
"河南都知兵马使","1","1","2"
"南都知兵马使嗣","1","1","2"
"都知兵马使嗣吴","1","1","2"
"知兵马使嗣吴王","1","1","2"
"光天文武大圣孝","1","1","2"
"天文武大圣孝感","1","1","2"
"文武大圣孝感皇","1","1","2"
"武大圣孝感皇帝","1","1","2"
"范阳节度副使乌","1","1","2"
"阳节度副使乌承","1","1","2"
"节度副使乌承恩","1","1","2"
"度副使乌承恩反","1","1","2"
"招讨党项使王仲","1","1","2"
"讨党项使王仲升","1","1","2"
"党项使王仲升杀","1","1","2"
"光天文武孝感皇","1","1","2"
"天文武孝感皇帝","1","1","2"
"户部侍郎第五琦","1","1","2"
"河南等道诸节度","1","1","2"
"南等道诸节度防","1","1","2"
"等道诸节度防御","1","1","2"
"道诸节度防御兵","1","1","2"
"诸节度防御兵马","1","1","2"
"节度防御兵马元","1","1","2"
"度防御兵马元帅","1","1","2"
"太子少保崔光远","1","1","2"
"山南东道处置兵","1","1","2"
"南东道处置兵马","1","1","2"
"东道处置兵马使","1","1","2"
"太子太傅苗晋卿","1","1","2"
"凤翔节度使崔光","1","1","2"
"翔节度使崔光远","1","1","2"
"扬州长史刘展反","1","1","2"
"淮南节度使邓景","1","1","2"
"南节度使邓景山","1","1","2"
"桂州经略使邢济","1","1","2"
"神策军节度使卫","1","1","2"
"策军节度使卫伯","1","1","2"
"军节度使卫伯玉","1","1","2"
"吏部侍郎裴遵庆","1","1","2"
"青密节度使尚衡","1","1","2"
"郓节度使能元皓","1","1","2"
"剑南东川节度兵","1","1","2"
"南东川节度兵马","1","1","2"
"东川节度兵马使","1","1","2"
"川节度兵马使段","1","1","2"
"节度兵马使段子","1","1","2"
"度兵马使段子璋","1","1","2"
"兵马使段子璋反","1","1","2"
"平卢军节度使侯","1","1","2"
"卢军节度使侯希","1","1","2"
"军节度使侯希逸","1","1","2"
"剑南节度使崔光","1","1","2"
"南节度使崔光远","1","1","2"
"曹州刺史常休明","1","1","2"
"都知兵马使辛云","1","1","2"
"知兵马使辛云京","1","1","2"
"节度使荔非元礼","1","1","2"
"淮西节度使王仲","1","1","2"
"西节度使王仲升","1","1","2"
"定国军兵马副元","1","1","2"
"国军兵马副元帅","1","1","2"
"飞龙厩副使程元","1","1","2"
"龙厩副使程元振","1","1","2"
"北庭行营节度使","1","1","2"
"庭行营节度使李","1","1","2"
"行营节度使李嗣","1","1","2"
"营节度使李嗣业","1","1","2"
"陇右节度使郭子","1","1","2"
"右节度使郭子仪","1","1","2"
"关内行营节度使","1","1","2"
"内行营节度使王","1","1","2"
"行营节度使王思","1","1","2"
"营节度使王思礼","1","1","2"
"飞龙副使程元振","1","1","2"
"杀山南东道节度","1","1","2"
"南东道节度使裴","1","1","2"
"剑南西川兵马使","1","1","2"
"南西川兵马使徐","1","1","2"
"西川兵马使徐知","1","1","2"
"川兵马使徐知道","1","1","2"
"兵马使徐知道反","1","1","2"
"凤州刺史吕日将","1","1","2"
"朔方行营节度使","1","1","2"
"方行营节度使仆","1","1","2"
"行营节度使仆固","1","1","2"
"营节度使仆固怀","1","1","2"
"节度使仆固怀恩","1","1","2"
"山南东道兵马使","1","1","2"
"南东道兵马使梁","1","1","2"
"东道兵马使梁崇","1","1","2"
"道兵马使梁崇义","1","1","2"
"宝应元圣文武孝","1","1","2"
"应元圣文武孝皇","1","1","2"
"元圣文武孝皇帝","1","1","2"
"渭北行营兵马使","1","1","2"
"北行营兵马使吕","1","1","2"
"行营兵马使吕日","1","1","2"
"营兵马使吕日将","1","1","2"
"广州市舶使吕太","1","1","2"
"州市舶使吕太一","1","1","2"
"市舶使吕太一反","1","1","2"
"检校礼部尚书李","1","1","2"
"方军节度留后浑","1","1","2"
"军节度留后浑释","1","1","2"
"山南东道节度行","1","1","2"
"南东道节度行营","1","1","2"
"东道节度行营事","1","1","2"
"宁节度使白孝德","1","1","2"
"剑南节度使严武","1","1","2"
"河西节度使杨志","1","1","2"
"西节度使杨志烈","1","1","2"
"淄青兵马使李怀","1","1","2"
"青兵马使李怀玉","1","1","2"
"逐节度使侯希逸","1","1","2"
"朔方副将李怀光","1","1","2"
"剑南西山兵马使","2","0","2"
"普州刺史韩澄杀","1","1","2"
"西山等道副元帅","1","1","2"
"南东川节度使张","1","1","2"
"东川节度使张献","1","1","2"
"川节度使张献诚","1","1","2"
"商州兵马使刘洽","1","1","2"
"州兵马使刘洽杀","1","1","2"
"州刺史杨子琳反","1","1","2"
"剑南节度留后崔","1","1","2"
"南节度留后崔宽","1","1","2"
"泾原兵马使王童","1","1","2"
"杀颍州刺史李岵","1","1","2"
"方军节度留后常","1","1","2"
"军节度留后常谦","1","1","2"
"节度留后常谦光","1","1","2"
"山南东道副元帅","1","1","2"
"凤翔节度使李抱","1","1","2"
"翔节度使李抱玉","1","1","2"
"杀殿中侍御史陆","1","1","2"
"成都府司录参军","1","1","2"
"都府司录参军事","1","1","2"
"府司录参军事李","1","1","2"
"司录参军事李少","1","1","2"
"录参军事李少良","1","1","2"
"循州刺史哥舒晃","1","1","2"
"州刺史哥舒晃反","1","1","2"
"岭南节度使吕崇","1","1","2"
"南节度使吕崇贲","1","1","2"
"昭义军兵马使裴","1","1","2"
"义军兵马使裴志","1","1","2"
"军兵马使裴志清","1","1","2"
"南西川节度使崔","1","1","2"
"西川节度使崔宁","1","1","2"
"岭南节度使路嗣","1","1","2"
"南节度使路嗣恭","1","1","2"
"河阳三城使马燧","1","1","2"
"淮南节度使陈少","1","1","2"
"南节度使陈少游","1","1","2"
"河东节度留后鲍","1","1","2"
"东节度留后鲍防","1","1","2"
"魏博节度使田承","1","1","2"
"博节度使田承嗣","1","1","2"
"逐节度使李忠臣","1","1","2"
"睿真皇太后沈氏","1","1","2"
"大历十四年五月","1","1","2"
"梨园乐工三百人","1","1","2"
"金吾卫大将军曲","1","1","2"
"吾卫大将军曲环","1","1","2"
"杀忠州刺史刘晏","1","1","2"
"卢龙军节度使硃","2","0","2"
"龙军节度使硃滔","2","0","2"
"淮宁军节度使李","1","1","2"
"宁军节度使李希","1","1","2"
"军节度使李希烈","1","1","2"
"汉北兵马招讨使","1","1","2"
"卢军节度使李正","1","1","2"
"军节度使李正己","1","1","2"
"武军节度使刘洽","1","1","2"
"杀崖州司马杨炎","1","1","2"
"成德军节度使张","1","1","2"
"德军节度使张孝","1","1","2"
"军节度使张孝忠","1","1","2"
"昭义军节度副使","1","1","2"
"义军节度副使卢","1","1","2"
"军节度副使卢玄","1","1","2"
"节度副使卢玄卿","1","1","2"
"杀殿中侍御史郑","1","1","2"
"殿中侍御史郑詹","1","1","2"
"朔方军节度使李","1","1","2"
"方军节度使李怀","1","1","2"
"军节度使李怀光","1","1","2"
"节度使李怀光讨","1","1","2"
"殿中丞李云端谋","1","1","2"
"中丞李云端谋反","1","1","2"
"演州司马李孟秋","1","1","2"
"峰州刺史皮岸反","1","1","2"
"凤翔节度使张镒","1","1","2"
"汝行营节度使哥","1","1","2"
"行营节度使哥舒","1","1","2"
"营节度使哥舒曜","1","1","2"
"节度使哥舒曜讨","1","1","2"
"荆南节度使张伯","1","1","2"
"南节度使张伯仪","1","1","2"
"淮西招讨处置使","1","1","2"
"淮西应援招讨使","1","1","2"
"江南西道节度使","1","1","2"
"神策军行营兵马","1","1","2"
"策军行营兵马使","1","1","2"
"军行营兵马使刘","1","1","2"
"行营兵马使刘德","1","1","2"
"营兵马使刘德信","1","1","2"
"沔鄂节度诸军行","1","1","2"
"鄂节度诸军行营","1","1","2"
"节度诸军行营兵","1","1","2"
"度诸军行营兵马","1","1","2"
"诸军行营兵马都","1","1","2"
"军行营兵马都元","1","1","2"
"行营兵马都元帅","1","1","2"
"泾原节度使姚令","1","1","2"
"原节度使姚令言","1","1","2"
"节度使姚令言反","1","1","2"
"杀司农卿段秀实","1","1","2"
"左骁卫将军刘海","1","1","2"
"骁卫将军刘海宾","1","1","2"
"宣武军兵马使高","1","1","2"
"武军兵马使高翼","1","1","2"
"军兵马使高翼死","1","1","2"
"杀泾原节度都虞","1","1","2"
"泾原节度都虞候","1","1","2"
"原节度都虞候何","1","1","2"
"节度都虞候何明","1","1","2"
"度都虞候何明礼","1","1","2"
"杀尚书右仆射崔","1","1","2"
"尚书右仆射崔宁","1","1","2"
"京兆府户曹参军","1","1","2"
"翰林学士姜公辅","1","1","2"
"灵盐节度留后杜","1","1","2"
"盐节度留后杜希","1","1","2"
"节度留后杜希全","1","1","2"
"坊节度使李建徽","1","1","2"
"隰行营兵马副元","1","1","2"
"岭南宣慰安抚使","1","1","2"
"左卫大将军侯仲","1","1","2"
"卫大将军侯仲庄","1","1","2"
"金商节度使李建","1","1","2"
"商节度使李建徽","1","1","2"
"神策军兵马使阳","1","1","2"
"策军兵马使阳惠","1","1","2"
"军兵马使阳惠元","1","1","2"
"魏博兵马使田绪","1","1","2"
"博兵马使田绪杀","1","1","2"
"神策行营兵马使","1","1","2"
"策行营兵马使尚","1","1","2"
"商州节度招讨使","1","1","2"
"奉天行营兵马副","1","1","2"
"天行营兵马副元","1","1","2"
"商华兵马副元帅","1","1","2"
"李怀光杀宣慰使","1","1","2"
"怀光杀宣慰使孔","1","1","2"
"光杀宣慰使孔巢","1","1","2"
"杀宣慰使孔巢父","1","1","2"
"北庭行营兵马副","1","1","2"
"庭行营兵马副元","1","1","2"
"隰诸军行营兵马","1","1","2"
"陕虢诸军行营兵","1","1","2"
"虢诸军行营兵马","1","1","2"
"朔方行营兵马副","1","1","2"
"方行营兵马副元","1","1","2"
"陇行营节度使曲","1","1","2"
"行营节度使曲环","1","1","2"
"隋招讨使黄金岳","1","1","2"
"李希烈杀宣慰使","1","1","2"
"希烈杀宣慰使颜","1","1","2"
"烈杀宣慰使颜真","1","1","2"
"杀宣慰使颜真卿","1","1","2"
"龙军节度使刘怦","1","1","2"
"南东道节度使樊","1","1","2"
"东道节度使樊泽","1","1","2"
"沧州刺史程日华","1","1","2"
"尚书左仆射张延","1","1","2"
"书左仆射张延赏","1","1","2"
"潼关节度使骆元","1","1","2"
"关节度使骆元光","1","1","2"
"兵部尚书崔汉衡","1","1","2"
"前陕虢观察使李","1","1","2"
"陕虢观察使李泌","1","1","2"
"朔方节度使杜希","1","1","2"
"方节度使杜希全","1","1","2"
"陇州刺史苏清沔","1","1","2"
"射生将韩钦绪谋","1","1","2"
"生将韩钦绪谋反","1","1","2"
"泾原节度副元帅","1","1","2"
"宁都虞候杨朝晟","1","1","2"
"宁节度使张献甫","1","1","2"
"岭南节度使李复","1","1","2"
"武军节度使刘玄","1","1","2"
"军节度使刘玄佐","1","1","2"
"卢军节度使李纳","1","1","2"
"义成军节度使贾","1","1","2"
"成军节度使贾耽","1","1","2"
"昭义军节度留后","1","1","2"
"义军节度留后王","1","1","2"
"军节度留后王虔","1","1","2"
"节度留后王虔休","1","1","2"
"魏博节度使田绪","1","1","2"
"宣武军节度使李","1","1","2"
"武军节度使李万","1","1","2"
"军节度使李万荣","1","1","2"
"右谏议大夫崔损","1","1","2"
"凤翔监军使西门","1","1","2"
"泾原节度使刘昌","1","1","2"
"节度行军司马陆","1","1","2"
"度行军司马陆长","1","1","2"
"行军司马陆长源","1","1","2"
"节度使吴少诚反","1","1","2"
"陈许节度留后上","1","1","2"
"许节度留后上官","1","1","2"
"武军节度使刘全","1","1","2"
"军节度使刘全谅","1","1","2"
"都知兵马使韩弘","1","1","2"
"南东道节度使頔","2","0","2"
"陈许节度使上官","1","1","2"
"安黄节度使伊慎","1","1","2"
"银节度使韩全义","1","1","2"
"蔡州行营招讨处","1","1","2"
"州行营招讨处置","1","1","2"
"行营招讨处置使","1","1","2"
"黔中宴设将傅近","1","1","2"
"韩全义吴少诚战","2","0","2"
"濠节度使张建封","1","1","2"
"杀上封事人崔善","1","1","2"
"上封事人崔善贞","1","1","2"
"德军节度使王武","1","1","2"
"军节度使王武俊","1","1","2"
"大历十四年六月","1","1","2"
"吏部侍郎韦执谊","1","1","2"
"海军节度使程怀","1","1","2"
"军节度使程怀信","1","1","2"
"皇太子权句军国","2","0","2"
"太子权句军国政","2","0","2"
"子权句军国政事","2","0","2"
"金吾卫大将军袁","1","1","2"
"吾卫大将军袁滋","1","1","2"
"应乾圣寿太上皇","1","1","2"
"庄宪皇太后王氏","1","1","2"
"山南西道安抚大","1","1","2"
