"N-gram","元史","元史翻译","Total"
"太后命丞相","1","1","2"
"后命丞相哈","1","1","2"
"本省参知政","1","1","2"
"谪月鲁帖木","1","1","2"
"宁安抚司安","1","1","2"
"安抚司安置","1","1","2"
"帖木平章政","2","0","2"
"复淳安等县","1","1","2"
"俘获万余人","1","1","2"
"复业者三万","1","1","2"
"业者三万余","1","1","2"
"者三万余家","1","1","2"
"湖东佥事三","1","1","2"
"东佥事三宝","1","1","2"
"佥事三宝住","1","1","2"
"湖广地连江","1","1","2"
"广地连江北","1","1","2"
"所谓伯父叔","1","1","2"
"谓伯父叔父","1","1","2"
"长宁寺少卿","1","1","2"
"升知侍仪使","1","1","2"
"淮西廉访副","1","1","2"
"决议调兵五","1","1","2"
"议调兵五百","1","1","2"
"遣卫官哈剌","1","1","2"
"卫官哈剌章","1","1","2"
"升本省平章","1","1","2"
"政事秃坚理","1","1","2"
"右司郎中普","1","1","2"
"司郎中普颜","1","1","2"
"弃城退保抚","1","1","2"
"城退保抚州","1","1","2"
"退保抚州路","1","1","2"
"寻陕西行省","2","0","2"
"子丞相脱脱","1","1","2"
"平章政事道","1","1","2"
"章政事道童","1","1","2"
"父阿鲁浑海","1","1","2"
"阿鲁浑海牙","1","1","2"
"广德路达鲁","1","1","2"
"德路达鲁花","1","1","2"
"同知顺州事","1","1","2"
"弓匠提举马","1","1","2"
"匠提举马都","1","1","2"
"会福总管府","1","1","2"
"福总管府治","1","1","2"
"迁崇文太监","2","0","2"
"除佥江浙行","2","0","2"
"江浙行枢密","1","1","2"
"浙行枢密院","1","1","2"
"首建孔子庙","2","0","2"
"行都水监丞","1","1","2"
"粟二十四万","1","1","2"
"二十四万石","1","1","2"
"丞相脱脱南","1","1","2"
"相脱脱南征","1","1","2"
"升吏部侍郎","1","1","2"
"长芦置局造","1","1","2"
"芦置局造海","1","1","2"
"置局造海船","1","1","2"
"局造海船三","1","1","2"
"造海船三百","1","1","2"
"五省八卫军","1","1","2"
"黑军数千人","1","1","2"
"团结西山八","1","1","2"
"结西山八十","1","1","2"
"西山八十二","1","1","2"
"山八十二寨","1","1","2"
"转补御史台","1","1","2"
"补御史台译","1","1","2"
"御史台译史","1","1","2"
"佥山北道肃","1","1","2"
"山北道肃政","1","1","2"
"南北兵马司","1","1","2"
"北兵马司巡","1","1","2"
"礼麻识理能","1","1","2"
"改授塔世帖","1","1","2"
"授塔世帖木","1","1","2"
"留守善安集","1","1","2"
"守善安集兵","1","1","2"
"密遣前宗正","1","1","2"
"鲁忽赤月鲁","1","1","2"
"忽赤月鲁帖","1","1","2"
"赤月鲁帖木","1","1","2"
"罕哈哈剌海","1","1","2"
"哈哈剌海行","1","1","2"
"哈剌海行枢","1","1","2"
"剌海行枢密","1","1","2"
"海行枢密知","1","1","2"
"行枢密知院","1","1","2"
"枢密知院益","1","1","2"
"密知院益老","1","1","2"
"知院益老答","1","1","2"
"皇太子冀宁","2","0","2"
"立上都分省","1","1","2"
"东西手八剌","1","1","2"
"西手八剌哈","1","1","2"
"手八剌哈赤","1","1","2"
"授中书平章","1","1","2"
"辽东丹王突","1","1","2"
"东丹王突欲","1","1","2"
"丹王突欲八","1","1","2"
"王突欲八世","1","1","2"
"突欲八世孙","1","1","2"
"西讨回回国","1","1","2"
"多误触禁网","1","1","2"
"陛下将南伐","1","1","2"
"后命近臣麻","1","1","2"
"命近臣麻里","1","1","2"
"遗文数千卷","1","1","2"
"经国议制寅","1","1","2"
"国议制寅亮","1","1","2"
"议制寅亮佐","1","1","2"
"制寅亮佐运","1","1","2"
"寅亮佐运功","1","1","2"
"亮佐运功臣","1","1","2"
"时年二十三","1","1","2"
"八十一章进","1","1","2"
"奏定法令三","1","1","2"
"定法令三十","1","1","2"
"法令三十七","1","1","2"
"令三十七章","1","1","2"
"诏监修国史","1","1","2"
"二十二年卒","1","1","2"
"使西域三十","1","1","2"
"西域三十余","1","1","2"
"域三十余国","1","1","2"
"名士数十人","1","1","2"
"立宋大儒周","1","1","2"
"平阳道断事","1","1","2"
"阳道断事官","1","1","2"
"道断事官斜","1","1","2"
"断事官斜彻","1","1","2"
"立河南道经","1","1","2"
"河南道经略","1","1","2"
"南道经略司","1","1","2"
"监河桥万户","1","1","2"
"河桥万户刘","1","1","2"
"桥万户刘福","1","1","2"
"河南道总管","1","1","2"
"遗民二十余","1","1","2"
"民二十余年","1","1","2"
"陕右四川宣","1","1","2"
"右四川宣抚","1","1","2"
"四川宣抚使","1","1","2"
"世祖总统东","2","0","2"
"祖总统东师","2","0","2"
"江淮京湖南","1","1","2"
"淮京湖南北","1","1","2"
"京湖南北路","1","1","2"
"湖南北路宣","1","1","2"
"易州定兴人","1","1","2"
"中都经略使","1","1","2"
"都经略使苗","1","1","2"
"经略使苗道","1","1","2"
"略使苗道润","1","1","2"
"清州防御使","1","1","2"
"永定军节度","1","1","2"
"雄州管内观","1","1","2"
"金真定帅武","1","1","2"
"真定帅武仙","1","1","2"
"授柔行军千","1","1","2"
"黄陵冈渡河","1","1","2"
"崔立汴京降","2","0","2"
"大帅太赤攻","1","1","2"
"诏屯兵曹武","1","1","2"
"大帅察罕攻","1","1","2"
"帅察罕攻滁","1","1","2"
"察罕攻滁州","1","1","2"
"柔等八万户","1","1","2"
"等八万户伐","1","1","2"
"八万户伐宋","1","1","2"
"判行工部事","1","1","2"
"授弘略金虎","1","1","2"
"弘略金虎符","1","1","2"
"顺天路管民","1","1","2"
"天路管民总","1","1","2"
"弘略率战船","1","1","2"
"筑宫城总管","1","1","2"
"赐内帑金扣","1","1","2"
"时东海县储","1","1","2"
"能载粟十石","1","1","2"
"载粟十石者","1","1","2"
"粟八万石赈","1","1","2"
"附者十余万","1","1","2"
"者十余万家","1","1","2"
"辽水东西诸","1","1","2"
"水东西诸郡","1","1","2"
"清乐社四十","1","1","2"
"乐社四十余","1","1","2"
"选壮勇万人","1","1","2"
"授马步军都","1","1","2"
"马步军都统","1","1","2"
"二十四万户","1","1","2"
"木华黎攻高","1","1","2"
"华黎攻高州","1","1","2"
"金怀州元帅","1","1","2"
"怀州元帅王","1","1","2"
"州元帅王荣","1","1","2"
"州元帅裴守","1","1","2"
"元帅裴守谦","1","1","2"
"泽州太守王","1","1","2"
"州太守王珍","1","1","2"
"命天倪回军","1","1","2"
"天倪回军真","1","1","2"
"倪回军真定","1","1","2"
"天倪赴真定","1","1","2"
"枢年二十余","1","1","2"
"东京路总管","1","1","2"
"东东西道宣","1","1","2"
"东西道宣慰","1","1","2"
"武勇者二百","1","1","2"
"勇者二百人","1","1","2"
"长山等二十","1","1","2"
"山等二十余","1","1","2"
"等二十余城","1","1","2"
"富庶等十五","1","1","2"
"庶等十五城","1","1","2"
"获金将完颜","1","1","2"
"金将完颜胡","1","1","2"
"将完颜胡速","1","1","2"
"北京留守银","1","1","2"
"京留守银答","1","1","2"
"留守银答忽","1","1","2"
"同知乌古伦","1","1","2"
"说降城子崖","1","1","2"
"楼子崖等二","1","1","2"
"子崖等二十","1","1","2"
"崖等二十余","1","1","2"
"等二十余寨","1","1","2"
"大小百余战","1","1","2"
"西山总帅兵","1","1","2"
"山总帅兵马","1","1","2"
"使赵守玉反","1","1","2"
"复聚众攻龙","1","1","2"
"聚众攻龙山","1","1","2"
"斩首八千级","1","1","2"
"进克中兴府","1","1","2"
"斩首五十级","1","1","2"
"锦州旧将杜","1","1","2"
"州旧将杜节","1","1","2"
"黑军五百人","1","1","2"
"授提控元帅","1","1","2"
"耶律神都马","1","1","2"
"迁镇国上将","2","0","2"
"利州节度使","1","1","2"
"所部降民都","1","1","2"
"部降民都总","1","1","2"
"监军兵马元","1","1","2"
"军兵马元帅","1","1","2"
"等八十余城","1","1","2"
"坊等五十余","1","1","2"
"等五十余城","1","1","2"
"木华黎攻青","1","1","2"
"华黎攻青龙","1","1","2"
"获壮士五千","1","1","2"
"壮士五千人","1","1","2"
"木华黎上功","2","0","2"
"授右副北京","1","1","2"
"右副北京等","1","1","2"
"副北京等七","1","1","2"
"北京等七路","1","1","2"
"京等七路兵","1","1","2"
"等七路兵马","1","1","2"
"利州等处总","1","1","2"
"州等处总管","1","1","2"
"霸州御衣局","1","1","2"
"州御衣局人","1","1","2"
"御衣局人匠","1","1","2"
"衣局人匠都","1","1","2"
"局人匠都达","1","1","2"
"人匠都达鲁","1","1","2"
"匠都达鲁花","1","1","2"
"行北京七路","1","1","2"
"北京七路兵","1","1","2"
"京七路兵马","1","1","2"
"马都元帅府","1","1","2"
"真定藁城人","1","1","2"
"金将武仙真","2","0","2"
"永安节度使","1","1","2"
"安节度使刘","1","1","2"
"节度使刘成","1","1","2"
"度使刘成叛","1","1","2"
"河西征云南","1","1","2"
"西征云南大","1","1","2"
"征云南大理","1","1","2"
"发沿边蒙古","1","1","2"
"持诏宣谕边","1","1","2"
"诏宣谕边郡","1","1","2"
"丞张文谦宣","2","0","2"
"帅阔阔带统","1","1","2"
"阔阔带统兵","1","1","2"
"兴等路行省","1","1","2"
"等路行省郎","1","1","2"
"路行省郎中","1","1","2"
"东东西道巡","1","1","2"
"东西道巡行","1","1","2"
"西道巡行劝","1","1","2"
"天下劝农使","1","1","2"
"侍世祖潜邸","2","0","2"
"卢甲盗剪官","1","1","2"
"甲盗剪官布","1","1","2"
"近臣突满分","1","1","2"
"士承旨王磐","1","1","2"
"授正议大夫","1","1","2"
"金东平行台","1","1","2"
"东平行台调","1","1","2"
"平行台调民","1","1","2"
"泰安张汝楫","1","1","2"
"遣将攻长清","1","1","2"
"功授长清尉","1","1","2"
"金河南军攻","1","1","2"
"河南军攻彰","1","1","2"
"南军攻彰德","1","1","2"
"实请主将张","1","1","2"
"请主将张林","1","1","2"
"谒太师木华","1","1","2"
"彭义斌率师","1","1","2"
"取京东州县","1","1","2"
"义斌下真定","1","1","2"
"逃归益都者","1","1","2"
"归益都者数","1","1","2"
"益都者数十","1","1","2"
"都者数十人","1","1","2"
"奉旨讨女真","1","1","2"
"留哥率所部","1","1","2"
"立妻姚里氏","1","1","2"
"著拨行元帅","1","1","2"
"拨行元帅府","1","1","2"
"遣宣抚万奴","1","1","2"
"安东同知阿","1","1","2"
"东同知阿怜","1","1","2"
"金左副元帅","1","1","2"
"左副元帅移","1","1","2"
"副元帅移剌","1","1","2"
"元帅移剌都","1","1","2"
"特哥娶万奴","1","1","2"
"等劝留哥称","1","1","2"
"劝留哥称帝","1","1","2"
"附大蒙古国","1","1","2"
"金币九十车","1","1","2"
"金银牌五百","1","1","2"
"按坦孛都罕","1","1","2"
"坦孛都罕入","1","1","2"
"留哥仗义效","1","1","2"
"凡留哥所献","1","1","2"
"命赐金虎符","1","1","2"
"蒙古三百人","1","1","2"
"留哥遣大夫","1","1","2"
"哥遣大夫乞","1","1","2"
"遣大夫乞奴","1","1","2"
"留哥兄独剌","1","1","2"
"推丞相乞奴","1","1","2"
"东夏国元帅","1","1","2"
"夏国元帅胡","1","1","2"
"威宁防城千","1","1","2"
"宁防城千户","1","1","2"
"兵马副元帅","1","1","2"
"同国王木华","1","1","2"
"木华黎攻破","1","1","2"
"华黎攻破燕","1","1","2"
"黎攻破燕京","1","1","2"
"大军攻下山","1","1","2"
"军攻下山东","1","1","2"
"攻下山东诸","1","1","2"
"下山东诸州","1","1","2"
"赐名马二十","1","1","2"
"名马二十匹","1","1","2"
"闻喜诸州县","1","1","2"
"大小数百战","1","1","2"
"本部十三人","1","1","2"
"杀金兵数人","1","1","2"
"木华黎攻凤","1","1","2"
"华黎攻凤翔","1","1","2"
"延攻破东平","1","1","2"
"金降将武仙","1","1","2"
"金将忽察虎","1","1","2"
"兵四十万复","1","1","2"
"四十万复取","1","1","2"
"十万复取山","1","1","2"
"万复取山后","1","1","2"
"复取山后诸","1","1","2"
"取山后诸州","1","1","2"
"斩首数万级","1","1","2"
"乘胜攻破香","1","1","2"
"胜攻破香山","1","1","2"
"攻破香山寨","1","1","2"
"同都元帅答","1","1","2"
"都元帅答海","1","1","2"
"元帅答海绀","1","1","2"
"帅答海绀卜","1","1","2"
"答海绀卜征","1","1","2"
"海绀卜征西","1","1","2"
"绀卜征西川","1","1","2"
"改授都总管","1","1","2"
"授都总管万","1","1","2"
"都总管万户","1","1","2"
"陕西诸军万","1","1","2"
"西诸军万户","1","1","2"
"夹谷忙古歹","1","1","2"
"应州郭志全","1","1","2"
"州郭志全反","1","1","2"
"时密力火者","1","1","2"
"密力火者握","1","1","2"
"力火者握重","1","1","2"
"火者握重兵","1","1","2"
"成都路军民","1","1","2"
"都路军民经","1","1","2"
"路军民经略","1","1","2"
"宋泸州守将","1","1","2"
"泸州守将刘","1","1","2"
"州守将刘整","1","1","2"
"献金六千两","1","1","2"
"金分赐将士","1","1","2"
"宋泸州主帅","1","1","2"
"泸州主帅俞","1","1","2"
"州主帅俞兴","1","1","2"
"左右劝元振","1","1","2"
"斩都统一人","1","1","2"
"陈擅造金银","1","1","2"
"擅造金银牌","1","1","2"
"授成都军民","1","1","2"
"成都军民经","1","1","2"
"都军民经略","1","1","2"
"成都副万户","1","1","2"
"潼川路副招","1","1","2"
"川路副招讨","1","1","2"
"路副招讨使","1","1","2"
"京兆路奥鲁","1","1","2"
"兆路奥鲁万","1","1","2"
"路奥鲁万户","1","1","2"
"置夏贵率军","1","1","2"
"夏贵率军五","1","1","2"
"贵率军五万","1","1","2"
"潼川非国家","1","1","2"
"生擒千余人","1","1","2"
"赐锦衣二袭","1","1","2"
"成都三百六","1","1","2"
"都三百六十","1","1","2"
"三百六十里","1","1","2"
"命平章赵宝","1","1","2"
"平章赵宝臣","1","1","2"
"延安路总管","1","1","2"
"华州郑县人","1","1","2"
"木华黎引见","1","1","2"
"华黎引见太","1","1","2"
"黎引见太祖","1","1","2"
"问宝玉攻取","1","1","2"
"抄马都镇抚","1","1","2"
"木华黎取永","1","1","2"
"华黎取永清","1","1","2"
"讨契丹遗族","1","1","2"
"古徐鬼国讹","1","1","2"
"徐鬼国讹夷","1","1","2"
"鬼国讹夷朵","1","1","2"
"国讹夷朵等","1","1","2"
"讹夷朵等城","1","1","2"
"斩大将佐里","1","1","2"
"收马里四城","1","1","2"
"弗叉国唯算","1","1","2"
"叉国唯算端","1","1","2"
"国唯算端罕","1","1","2"
"吐蕃帅尼伦","1","1","2"
"回纥帅阿必","1","1","2"
"纥帅阿必丁","1","1","2"
"帅阿必丁反","1","1","2"
"直捣风陵渡","1","1","2"
"捣风陵渡寨","1","1","2"
"破南山八十","1","1","2"
"南山八十三","1","1","2"
"山八十三寨","1","1","2"
"导大将魁欲","1","1","2"
"金将武仙军","1","1","2"
"将武仙军十","1","1","2"
"武仙军十万","1","1","2"
"仙军十万遇","1","1","2"
"斩首二万余","1","1","2"
"首二万余级","1","1","2"
"移剌粘哥军","1","1","2"
"试天下僧尼","1","1","2"
"天下僧尼道","1","1","2"
"下僧尼道士","1","1","2"
"选精通经文","1","1","2"
"精通经文者","1","1","2"
"通经文者千","1","1","2"
"经文者千人","1","1","2"
"小通事合住","1","1","2"
"相史天泽所","1","1","2"
"史天泽所器","1","1","2"
"天泽所器重","1","1","2"
"元帅崔立降","1","1","2"
"王旭烈兀西","1","1","2"
"旭烈兀西征","1","1","2"
"守将火者纳","1","1","2"
"将火者纳失","1","1","2"
"旭烈兀遣侃","1","1","2"
"破游兵三万","1","1","2"
"地方八千里","1","1","2"
"父子相传四","1","1","2"
"子相传四十","1","1","2"
"相传四十二","1","1","2"
"传四十二世","1","1","2"
"七十二弦琵","1","1","2"
"十二弦琵琶","1","1","2"
"五尺珊瑚灯","1","1","2"
"西行三千里","1","1","2"
"将住石致书","1","1","2"
"住石致书请","1","1","2"
"石致书请降","1","1","2"
"旭烈兀命侃","1","1","2"
"烈兀命侃西","1","1","2"
"兀命侃西渡","1","1","2"
"命侃西渡海","1","1","2"
"兴学校等二","1","1","2"
"学校等二十","1","1","2"
"校等二十五","1","1","2"
"等二十五事","1","1","2"
"汉大都督府","1","1","2"
"大都督府理","1","1","2"
"都督府理问","1","1","2"
"督府理问官","1","1","2"
"徐州总管李","1","1","2"
"州总管李杲","1","1","2"
"邳二州总管","1","1","2"
"夺战舰二百","1","1","2"
"立屯田三百","1","1","2"
"屯田三百六","1","1","2"
"田三百六十","1","1","2"
"三百六十所","1","1","2"
"屯置牛三百","1","1","2"
"置牛三百六","1","1","2"
"牛三百六十","1","1","2"
"三百六十具","1","1","2"
"武城等五县","1","1","2"
"济南道士胡","1","1","2"
"南道士胡王","1","1","2"
"道士胡王反","1","1","2"
"大小二百余","1","1","2"
"小二百余战","1","1","2"
"常身先士卒","1","1","2"
"木华黎征陕","1","1","2"
"陕西河东路","1","1","2"
"西河东路行","1","1","2"
"河东路行台","1","1","2"
"东路行台兵","1","1","2"
"路行台兵马","1","1","2"
"行台兵马都","1","1","2"
"台兵马都元","1","1","2"
"劲兵五千留","1","1","2"
"兵五千留守","1","1","2"
"五千留守葭","1","1","2"
"千留守葭芦","1","1","2"
"闻太祖举兵","1","1","2"
"锦等二十六","1","1","2"
"等二十六城","1","1","2"
"破五十四寨","1","1","2"
"平利州贼刘","1","1","2"
"利州贼刘四","1","1","2"
"州贼刘四禄","1","1","2"
"马都提控元","1","1","2"
"都提控元帅","1","1","2"
"木华黎攻益","1","1","2"
"华黎攻益都","1","1","2"
"等三十二城","1","1","2"
"义州开义人","1","1","2"
"杨伯杰等掠","1","1","2"
"伯杰等掠义","1","1","2"
"杰等掠义州","1","1","2"
"川等州节度","1","1","2"
"等州节度使","1","1","2"
"崇义军节度","1","1","2"
"义军节度使","1","1","2"
"义州管内观","1","1","2"
"金平章政事","1","1","2"
"平章政事葛","1","1","2"
"咸平路宣抚","1","1","2"
"路宣抚使蒲","1","1","2"
"撒里台进讨","1","1","2"
"宣城等十余","1","1","2"
"城等十余城","1","1","2"
"兄淮安公奉","1","1","2"
"淮安公奉表","1","1","2"
"安公奉表纳","1","1","2"
"公奉表纳贡","1","1","2"
"大将唐兀台","1","1","2"
"将唐兀台讨","1","1","2"
"卿父子勤劳","1","1","2"
"主帅察罕伐","1","1","2"
"帅察罕伐宋","1","1","2"
"师次阳罗堡","2","0","2"
"夏贵率战舰","1","1","2"
"夺舟千余艘","1","1","2"
"太平路军民","1","1","2"
"平路军民达","1","1","2"
"路军民达鲁","1","1","2"
"擢参议中书","2","0","2"
"察御史郭章","1","1","2"
"哈剌哈孙受","1","1","2"
"剌哈孙受赃","1","1","2"
"赐黑貂裘一","1","1","2"
"建诸葛亮祠","1","1","2"
"河东南路兵","1","1","2"
"东南路兵马","1","1","2"
"南路兵马都","1","1","2"
"知平阳府事","1","1","2"
"本路兵马都","1","1","2"
"北面凿城先","1","1","2"
"元七年正月","1","1","2"
"七年正月卒","1","1","2"
"尚书奏事官","1","1","2"
"书奏事官脱","1","1","2"
"奏事官脱迭","1","1","2"
"阿海兄弟皆","1","1","2"
"进攻西夏诸","1","1","2"
"攻西夏诸国","1","1","2"
"攻下紫荆关","1","1","2"
"木华黎取中","1","1","2"
"华黎取中原","1","1","2"
"寻斯干等城","1","1","2"
"元帅左监军","1","1","2"
"织匠五百户","1","1","2"
"郡王迄忒麾","1","1","2"
"王迄忒麾下","1","1","2"
"九原府主帅","1","1","2"
"都元帅塔海","1","1","2"
"元帅塔海征","1","1","2"
"帅塔海征蜀","1","1","2"
"重兵守剑阁","1","1","2"
"疮痕二十一","1","1","2"
"延安五路万","1","1","2"
"安五路万户","1","1","2"
"河东北路行","1","1","2"
"东北路行省","1","1","2"
"云中蔚州人","1","1","2"
"王木华黎驻","1","1","2"
"木华黎驻兵","1","1","2"
"华黎驻兵桓","1","1","2"
"黎驻兵桓州","1","1","2"
"授冀州行军","1","1","2"
"冀州行军都","1","1","2"
"州行军都元","1","1","2"
"行军都元帅","1","1","2"
"真定二路达","1","1","2"
"定二路达鲁","1","1","2"
"立十道宣慰","1","1","2"
"顺天宣慰使","1","1","2"
"行右三部事","1","1","2"
"授秘书少监","1","1","2"
"购求天下秘","1","1","2"
"求天下秘书","1","1","2"
"京南建春宫","1","1","2"
"遣右副元帅","1","1","2"
"右副元帅神","1","1","2"
"副元帅神撒","1","1","2"
"将完颜合住","1","1","2"
"监军阿兴松","1","1","2"
"军阿兴松哥","1","1","2"
"兵万二千人","2","0","2"
"涿州宣封寨","1","1","2"
"士卒均劳逸","1","1","2"
"山东地广人","1","1","2"
"东地广人稠","1","1","2"
"大将阿术鲁","1","1","2"
"将阿术鲁恐","1","1","2"
"荣单骑入城","1","1","2"
"单骑入城抚","1","1","2"
"真定宁晋人","1","1","2"
"金将李伯祥","1","1","2"
"大军南取钜","1","1","2"
"军南取钜鹿","1","1","2"
"遇金监军纳","1","1","2"
"金监军纳兰","1","1","2"
"监军纳兰率","1","1","2"
"军纳兰率冀","1","1","2"
"纳兰率冀州","1","1","2"
"兰率冀州节","1","1","2"
"率冀州节度","1","1","2"
"冀州节度使","1","1","2"
"州节度使柴","1","1","2"
"度使柴茂等","1","1","2"
"兵万余北行","1","1","2"
"顺天都元帅","1","1","2"
"天都元帅张","1","1","2"
"都元帅张柔","1","1","2"
"元帅张柔上","1","1","2"
"深州节度使","1","1","2"
"赵三州招抚","1","1","2"
"三州招抚使","1","1","2"
"小数十战皆","1","1","2"
"数十战皆捷","1","1","2"
"遣使送银牌","1","1","2"
"使送银牌十","1","1","2"
"安武军节度","1","1","2"
"冀二州元帅","1","1","2"
"二州元帅府","1","1","2"
"州元帅府事","1","1","2"
"伯祥退保沥","1","1","2"
"祥退保沥城","1","1","2"
"元帅府监军","1","1","2"
"赵州四十寨","1","1","2"
"将彭义斌大","2","0","2"
"彭义斌大名","2","0","2"
"史天泽诸将","1","1","2"
"真定五路万","1","1","2"
"定五路万户","1","1","2"
"赵州庆源军","1","1","2"
"州庆源军节","1","1","2"
"源军节度副","1","1","2"
"军节度副使","1","1","2"
"家奴二百余","1","1","2"
"奴二百余口","1","1","2"
"驸马伯忽里","1","1","2"
"算大小一切","1","1","2"
"大小一切诸","1","1","2"
"小一切诸衙","1","1","2"
"一切诸衙门","1","1","2"
"切诸衙门等","1","1","2"
"诸衙门等事","1","1","2"
"官吏数百人","1","1","2"
"同知节度使","1","1","2"
"知节度使事","1","1","2"
"男女千余人","1","1","2"
"恒州等处都","1","1","2"
"太宗攻河南","1","1","2"
"攻河南诸郡","1","1","2"
"招降民十余","1","1","2"
"降民十余万","1","1","2"
"诸路元差军","1","1","2"
"路元差军五","1","1","2"
"元差军五千","1","1","2"
"差军五千人","1","1","2"
"部属肖撤八","1","1","2"
"耨邻金银符","1","1","2"
"赣州崖石寨","1","1","2"
"密令知府李","1","1","2"
"令知府李济","1","1","2"
"同知中山府","1","1","2"
"中山真定等","1","1","2"
"山真定等路","1","1","2"
"真定等路招","1","1","2"
"定等路招讨","1","1","2"
"加右副元帅","1","1","2"
"骠骑大将军","1","1","2"
"善行帅府事","1","1","2"
"金吾卫大将","1","1","2"
"吾卫大将军","1","1","2"
"仙狼子野心","1","1","2"
"俘老幼四千","1","1","2"
"老幼四千人","1","1","2"
"幼四千人南","1","1","2"
"将马伯坚素","1","1","2"
"马伯坚素闻","1","1","2"
"藁城王元帅","1","1","2"
"伯坚果率众","1","1","2"
"西路兵马副","1","1","2"
"路兵马副都","1","1","2"
"兵马副都总","1","1","2"
"马副都总管","1","1","2"
"授知中山府","1","1","2"
"汾州西河人","1","1","2"
"上党公张开","1","1","2"
"金守将突围","1","1","2"
"沁源诸县皆","1","1","2"
"霸州平曲水","1","1","2"
"州平曲水寨","1","1","2"
"平曲水寨管","1","1","2"
"曲水寨管民","1","1","2"
"水寨管民官","1","1","2"
"京都元帅吾","1","1","2"
"锦州红罗山","1","1","2"
"北京东路汉","1","1","2"
"京东路汉军","1","1","2"
"东路汉军二","1","1","2"
"路汉军二万","1","1","2"
"令兵士屯田","1","1","2"
"国王塔思征","1","1","2"
"王塔思征河","1","1","2"
"塔思征河南","1","1","2"
"木华黎麾下","1","1","2"
"锦州张鲸兄","1","1","2"
"州张鲸兄弟","1","1","2"
"镇戎军节度","1","1","2"
"戎军节度使","1","1","2"
"汾西霍山诸","1","1","2"
"西霍山诸栅","1","1","2"
"攻破桢州雷","1","1","2"
"破桢州雷家","1","1","2"
"桢州雷家堡","1","1","2"
"总管京兆等","1","1","2"
"管京兆等路","1","1","2"
"京兆等路事","1","1","2"
"后追封西秦","1","1","2"
"追封西秦王","1","1","2"
"同知大名路","1","1","2"
"知大名路兵","1","1","2"
"大名路兵马","1","1","2"
"名路兵马都","1","1","2"
"马都总管事","1","1","2"
"袭行军千户","2","0","2"
"野人原写山","1","1","2"
"人原写山寨","1","1","2"
"修白河新城","1","1","2"
"张世杰大战","1","1","2"
"功升宣武将","1","1","2"
"升宣武将军","1","1","2"
"处州路总管","1","1","2"
"万户忽都台","1","1","2"
"掠子女金帛","1","1","2"
"龙泉县张三","1","1","2"
"泉县张三八","1","1","2"
"杀庆元县达","1","1","2"
"庆元县达鲁","1","1","2"
"元县达鲁花","1","1","2"
"三千余人战","1","1","2"
"斩首三百余","1","1","2"
"首三百余级","1","1","2"
"晁海相继降","1","1","2"
"海相继降宋","1","1","2"
"国王孛罗征","1","1","2"
"行台马步军","1","1","2"
"台马步军都","1","1","2"
"马步军都总","1","1","2"
"镇国大将军","1","1","2"
"平路行军千","1","1","2"
"路行军千户","1","1","2"
"将士十五人","1","1","2"
"知东平府事","1","1","2"
"欲赐晋亨金","1","1","2"
"赐晋亨金虎","1","1","2"
"晋亨金虎符","1","1","2"
"恩州管民万","1","1","2"
"州管民万户","1","1","2"
"本道奥鲁万","1","1","2"
"道奥鲁万户","1","1","2"
"太祖遣兵攻","1","1","2"
"祖遣兵攻破","1","1","2"
"遣兵攻破河","1","1","2"
"兵攻破河朔","1","1","2"
"军前都弹压","1","1","2"
"浚等处行元","1","1","2"
"等处行元帅","1","1","2"
"处行元帅府","1","1","2"
"大名路安抚","1","1","2"
"名路安抚使","1","1","2"
"元帅梁仲先","1","1","2"
"帅梁仲先发","1","1","2"
"破金将武仙","1","1","2"
"国王命仲妻","1","1","2"
"王命仲妻冉","1","1","2"
"命仲妻冉守","1","1","2"
"仲妻冉守真","1","1","2"
"大名路尚书","1","1","2"
"名路尚书省","1","1","2"
"路尚书省下","1","1","2"
"尚书省下都","1","1","2"
"书省下都元","1","1","2"
"省下都元帅","1","1","2"
"授同佥大名","1","1","2"
"同佥大名行","1","1","2"
"佥大名行省","1","1","2"
"大名行省事","1","1","2"
"珍常身先诸","1","1","2"
"本路军马管","1","1","2"
"路军马管民","1","1","2"
"军马管民次","1","1","2"
"马管民次官","1","1","2"
"燕京宝坻人","1","1","2"
"元帅阿术鲁","1","1","2"
"定西夏诸部","1","1","2"
"阿术鲁攻信","1","1","2"
"术鲁攻信安","1","1","2"
"帅张进数月","1","1","2"
"地方数千里","1","1","2"
"率劲卒数人","1","1","2"
"太弟国王驻","1","1","2"
"弟国王驻兵","1","1","2"
"国王驻兵河","1","1","2"
"王驻兵河上","1","1","2"
"命总管新附","1","1","2"
"总管新附军","1","1","2"
"管新附军民","1","1","2"
"哥种田民户","1","1","2"
"种田民户租","1","1","2"
"田民户租赋","1","1","2"
"阿术鲁攻归","1","1","2"
"术鲁攻归德","1","1","2"
"东平军马攻","1","1","2"
"平军马攻钓","1","1","2"
"军马攻钓鱼","1","1","2"
"马攻钓鱼山","1","1","2"
"攻钓鱼山苦","1","1","2"
"钓鱼山苦竹","1","1","2"
"鱼山苦竹寨","1","1","2"
"德州军民总","1","1","2"
"武卫军副都","1","1","2"
"卫军副都指","1","1","2"
"遣使招复亨","1","1","2"
"征东左副都","1","1","2"
"招降淮南诸","1","1","2"
"降淮南诸郡","1","1","2"
"淮南诸郡邑","1","1","2"
"加奉国上将","1","1","2"
