"N-gram","元史","元史翻译","Total"
"南行省蒙通蒙","1","1","2"
"行省蒙通蒙算","1","1","2"
"省蒙通蒙算甸","1","1","2"
"蒙通蒙算甸土","1","1","2"
"通蒙算甸土官","1","1","2"
"蒙算甸土官阿","1","1","2"
"算甸土官阿三","1","1","2"
"甸土官阿三木","1","1","2"
"开南土官哀放","1","1","2"
"湖广行省调兵","1","1","2"
"凡二月二十一","1","1","2"
"二月二十一日","1","1","2"
"左右翼蒙古侍","1","1","2"
"右翼蒙古侍卫","1","1","2"
"翼蒙古侍卫军","1","1","2"
"蒙古侍卫军二","1","1","2"
"古侍卫军二千","1","1","2"
"置银沙罗甸等","1","1","2"
"沙罗甸等处宣","1","1","2"
"罗甸等处宣慰","1","1","2"
"甸等处宣慰司","1","1","2"
"处宣慰司都元","1","1","2"
"五千四百石赈","1","1","2"
"上都云需两府","1","1","2"
"宣政等院所贮","1","1","2"
"云南诸王答失","1","1","2"
"平章马思忽等","1","1","2"
"吉尼专擅十罪","1","1","2"
"伪署参知政事","1","1","2"
"署参知政事等","1","1","2"
"参知政事等官","1","1","2"
"建大龙翔集庆","1","1","2"
"献昭圣皇后神","1","1","2"
"昭圣皇后神御","1","1","2"
"安抚使布答思","1","1","2"
"抚使布答思监","1","1","2"
"使布答思监等","1","1","2"
"佥枢密院事傅","1","1","2"
"枢密院事傅岩","1","1","2"
"集庆大龙翔寺","1","1","2"
"庆大龙翔寺置","1","1","2"
"省参知政事孛","1","1","2"
"参知政事孛罗","1","1","2"
"知政事孛罗奉","1","1","2"
"政事孛罗奉诏","1","1","2"
"百二十三万四","1","1","2"
"二十三万四千","1","1","2"
"汉中廉访司所","1","1","2"
"中廉访司所贮","1","1","2"
"互相奏请玺书","1","1","2"
"四千五百一十","1","1","2"
"千五百一十人","1","1","2"
"觉者五十一人","1","1","2"
"千九百五十人","1","1","2"
"饥民六十七万","1","1","2"
"民六十七万六","1","1","2"
"六十七万六千","1","1","2"
"濮州鄄城县蚕","1","1","2"
"州鄄城县蚕灾","1","1","2"
"北迎明宗皇帝","1","1","2"
"置江淮财赋都","1","1","2"
"十九万七千九","1","1","2"
"九万七千九百","1","1","2"
"万七千九百人","1","1","2"
"保定路定兴驿","1","1","2"
"定路定兴驿车","1","1","2"
"路定兴驿车马","1","1","2"
"百四十五户粮","1","1","2"
"二千七百四十","1","1","2"
"七百四十八户","1","1","2"
"皇帝远居沙漠","1","1","2"
"十一万八千九","1","1","2"
"一万八千九十","1","1","2"
"万八千九十户","1","1","2"
"西行台御史孔","1","1","2"
"行台御史孔思","1","1","2"
"台御史孔思迪","1","1","2"
"百四十万九千","1","1","2"
"四十万九千一","1","1","2"
"十万九千一百","1","1","2"
"三万一千四百","1","1","2"
"万一千四百户","1","1","2"
"千九百七十石","1","1","2"
"田二百六十顷","1","1","2"
"大行皇帝山陵","1","1","2"
"行皇帝山陵官","1","1","2"
"史大夫孛罗等","1","1","2"
"赵世安提调通","1","1","2"
"世安提调通政","1","1","2"
"安提调通政院","1","1","2"
"提调通政院事","1","1","2"
"命阿剌忒纳失","1","1","2"
"遣道士苗道一","1","1","2"
"英宗潜邸宿卫","1","1","2"
"千八百三十人","1","1","2"
"怯薛官十二人","1","1","2"
"太子詹事丞霄","1","1","2"
"子詹事丞霄云","1","1","2"
"詹事丞霄云世","1","1","2"
"事丞霄云世月","1","1","2"
"丞霄云世月思","1","1","2"
"河东宣慰使哈","1","1","2"
"东宣慰使哈散","1","1","2"
"置隆祥总管府","1","1","2"
"呼日者推测圣","1","1","2"
"日者推测圣算","1","1","2"
"安丰务递运粮","1","1","2"
"米二万一千石","1","1","2"
"故宋太后全氏","1","1","2"
"宋太后全氏田","1","1","2"
"承天护圣寺永","1","1","2"
"天护圣寺永业","1","1","2"
"万寿营缮提点","1","1","2"
"寿营缮提点所","1","1","2"
"海南营缮提点","1","1","2"
"南营缮提点所","1","1","2"
"隶隆祥总管府","2","0","2"
"甘肃行省沙州","1","1","2"
"云南乌撒土官","1","1","2"
"南乌撒土官禄","1","1","2"
"乌撒土官禄余","1","1","2"
"曲靖土官举精","1","1","2"
"靖土官举精衣","1","1","2"
"同奎章阁学士","1","1","2"
"召威顺王宽彻","1","1","2"
"知枢密院事塔","1","1","2"
"枢密院事塔失","1","1","2"
"密院事塔失帖","1","1","2"
"院事塔失帖木","1","1","2"
"怯薛官武备卿","1","1","2"
"薛官武备卿定","1","1","2"
"官武备卿定住","1","1","2"
"武备卿定住特","1","1","2"
"二百八十万石","1","1","2"
"广西思明州土","1","1","2"
"西思明州土官","1","1","2"
"思明州土官黄","1","1","2"
"明州土官黄宗","1","1","2"
"州土官黄宗永","1","1","2"
"宜遵世祖成宪","2","0","2"
"所居诸王八剌","1","1","2"
"居诸王八剌马","1","1","2"
"阔干忽剌秃地","1","1","2"
"知枢密院事昭","1","1","2"
"枢密院事昭武","1","1","2"
"密院事昭武王","1","1","2"
"院事昭武王火","1","1","2"
"事昭武王火沙","1","1","2"
"昭武王火沙知","1","1","2"
"武王火沙知行","1","1","2"
"王火沙知行枢","1","1","2"
"火沙知行枢密","1","1","2"
"沙知行枢密院","1","1","2"
"立大承天护圣","1","1","2"
"承天护圣寺营","1","1","2"
"天护圣寺营缮","1","1","2"
"护圣寺营缮提","1","1","2"
"圣寺营缮提点","1","1","2"
"寺营缮提点所","1","1","2"
"平江等处田赋","1","1","2"
"江等处田赋提","1","1","2"
"等处田赋提举","1","1","2"
"处田赋提举司","1","1","2"
"田赋提举司二","1","1","2"
"申饬海道转漕","1","1","2"
"吏部尚书八剌","1","1","2"
"福惠明著天妃","1","1","2"
"申饬都水监河","1","1","2"
"怯怜口诸色民","1","1","2"
"怜口诸色民匠","1","1","2"
"口诸色民匠总","1","1","2"
"诸色民匠总管","1","1","2"
"色民匠总管府","1","1","2"
"发中政院财赋","1","1","2"
"中政院财赋总","1","1","2"
"政院财赋总管","1","1","2"
"院财赋总管府","1","1","2"
"命道士苗道一","1","1","2"
"琼州军民安抚","1","1","2"
"乾宁军民安抚","1","1","2"
"宁军民安抚司","1","1","2"
"南建洞主王官","1","1","2"
"建洞主王官知","1","1","2"
"洞主王官知州","1","1","2"
"主王官知州事","1","1","2"
"赋都总管府隶","1","1","2"
"王士熙等十二","1","1","2"
"士熙等十二人","1","1","2"
"免征奉元路民","1","1","2"
"征奉元路民间","1","1","2"
"奉元路民间商","1","1","2"
"元路民间商税","1","1","2"
"路民间商税一","1","1","2"
"民间商税一年","1","1","2"
"永平屯田总管","1","1","2"
"平屯田总管府","1","1","2"
"陕西凤翔府饥","1","1","2"
"西凤翔府饥民","1","1","2"
"王答邻答里知","1","1","2"
"答邻答里知行","1","1","2"
"邻答里知行枢","1","1","2"
"答里知行枢密","1","1","2"
"里知行枢密院","1","1","2"
"诏列圣诸宫后","1","1","2"
"列圣诸宫后妃","1","1","2"
"弟监藏班臧卜","1","1","2"
"林学士承旨阔","1","1","2"
"学士承旨阔彻","1","1","2"
"士承旨阔彻伯","1","1","2"
"承旨阔彻伯知","1","1","2"
"旨阔彻伯知枢","1","1","2"
"普庆修寺人匠","1","1","2"
"庆修寺人匠提","1","1","2"
"修寺人匠提举","1","1","2"
"寺人匠提举司","1","1","2"
"毁广平王木剌","1","1","2"
"广平王木剌忽","1","1","2"
"立孟定路军民","1","1","2"
"孟定路军民总","1","1","2"
"定路军民总管","1","1","2"
"元江路军民总","1","1","2"
"江路军民总管","1","1","2"
"行省平章刘脱","1","1","2"
"省平章刘脱欢","1","1","2"
"高丽国王王焘","1","1","2"
"山东廉访司按","1","1","2"
"东廉访司按治","1","1","2"
"诏豫王阿剌忒","1","1","2"
"豳王忽塔忒迷","1","1","2"
"王忽塔忒迷失","1","1","2"
"忽塔忒迷失王","1","1","2"
"塔忒迷失王傅","1","1","2"
"西僧辇真吃剌","1","1","2"
"阿荣辑录所上","1","1","2"
"荣辑录所上章","1","1","2"
"辑录所上章疏","1","1","2"
"皇姑鲁国大长","1","1","2"
"姑鲁国大长公","1","1","2"
"转运司盐引六","1","1","2"
"运司盐引六万","1","1","2"
"汉僧三百四十","1","1","2"
"僧三百四十人","1","1","2"
"元钞四十五万","1","1","2"
"钞四十五万锭","1","1","2"
"中统钞五万锭","1","1","2"
"酒坊五十四所","1","1","2"
"巡捕都元帅府","1","1","2"
"上都留守司八","1","1","2"
"都留守司八剌","1","1","2"
"留守司八剌哈","1","1","2"
"守司八剌哈赤","1","1","2"
"司八剌哈赤二","1","1","2"
"八剌哈赤二千","1","1","2"
"剌哈赤二千二","1","1","2"
"哈赤二千二百","1","1","2"
"隆祥总管府事","1","1","2"
"诏兴举中政院","1","1","2"
"兴举中政院事","1","1","2"
"府仪同三司者","1","1","2"
"乏者二百七十","1","1","2"
"者二百七十户","1","1","2"
"二百七十户粮","1","1","2"
"金三百二十七","1","1","2"
"三百二十七锭","1","1","2"
"千一百六十九","1","1","2"
"一百六十九锭","1","1","2"
"钞九百二十九","1","1","2"
"九百二十九万","1","1","2"
"百二十九万七","1","1","2"
"二十九万七千","1","1","2"
"十九万七千八","1","1","2"
"九万七千八百","1","1","2"
"万七千八百锭","1","1","2"
"币帛四十万七","1","1","2"
"帛四十万七千","1","1","2"
"四十万七千五","1","1","2"
"十万七千五百","1","1","2"
"万七千五百匹","1","1","2"
"丝八十八万四","1","1","2"
"八十八万四千","1","1","2"
"十八万四千四","1","1","2"
"八万四千四百","1","1","2"
"万四千四百五","1","1","2"
"四千四百五十","1","1","2"
"千四百五十斤","1","1","2"
"七万六百四十","1","1","2"
"万六百四十五","1","1","2"
"六百四十五斤","1","1","2"
"宁宗冲圣嗣孝","1","1","2"
"宗冲圣嗣孝皇","1","1","2"
"天历三年二月","1","1","2"
"时妥欢帖木耳","1","1","2"
"金银币帛等物","1","1","2"
"妃公主台忽都","1","1","2"
"公主台忽都鲁","1","1","2"
"妃公主完者台","1","1","2"
"密院事伯颜等","1","1","2"
"顺三年十月初","1","1","2"
"三年十月初四","1","1","2"
"年十月初四日","1","1","2"
"肃政廉访司官","1","1","2"
"妇人犯私盐罪","1","1","2"
"贡塔里牙八十","1","1","2"
"塔里牙八十八","1","1","2"
"里牙八十八斤","1","1","2"
"钞三千三百锭","1","1","2"
"汉军三万人御","1","1","2"
"军三万人御寒","1","1","2"
"诸妃后大朝会","1","1","2"
"二千三百五十","1","1","2"
"千三百五十人","1","1","2"
"议先皇帝庙号","1","1","2"
"郯王彻彻秃海","1","1","2"
"王彻彻秃海宁","1","1","2"
"彻彻秃海宁州","1","1","2"
"郯王彻彻秃镇","1","1","2"
"遣宿卫官阿察","1","1","2"
"宿卫官阿察赤","1","1","2"
"上皇太后玉册","2","0","2"
"皇太后玉册告","1","1","2"
"太后玉册告祭","1","1","2"
"平章政事伯撒","1","1","2"
"章政事伯撒里","1","1","2"
"政事伯撒里告","1","1","2"
"事伯撒里告祭","1","1","2"
"左钦察卫士饥","1","1","2"
"明宗长子妥欢","1","1","2"
"宗长子妥欢帖","1","1","2"
"长子妥欢帖木","1","1","2"
"关保固守晋宁","1","1","2"
"左丞相失列门","1","1","2"
"丞相失列门传","1","1","2"
"礼仪院使阿鲁","1","1","2"
"仪院使阿鲁浑","1","1","2"
"院使阿鲁浑等","1","1","2"
"时宋太后全氏","1","1","2"
"十八年二月崩","1","1","2"
"西王阿难答失","1","1","2"
"王阿难答失里","1","1","2"
"三世皆追封王","1","1","2"
"世皆追封王爵","1","1","2"
"徽政院使秃满","1","1","2"
"政院使秃满迭","1","1","2"
"御史大夫佛家","1","1","2"
"史大夫佛家奴","1","1","2"
"知枢密院事崔","1","1","2"
"枢密院事崔帖","1","1","2"
"密院事崔帖木","1","1","2"
"二十四年七月","1","1","2"
"二十五年三月","1","1","2"
"颜忽都皇后崩","1","1","2"
"金大将合达设","1","1","2"
"大将合达设伏","1","1","2"
"太子命王庆端","1","1","2"
"睿顺圣皇后崩","1","1","2"
"钞二千五百缗","1","1","2"
"盗知阿合马所","1","1","2"
"卫辉总管董文","1","1","2"
"钞四十七万缗","1","1","2"
"四十七万缗献","1","1","2"
"参政刘思敬遣","1","1","2"
"吏部郎中夹谷","1","1","2"
"吾闻金章宗时","1","1","2"
"子阿八赤入见","1","1","2"
"工部侍郎倪坚","1","1","2"
"责张九思学圣","1","1","2"
"张九思学圣人","1","1","2"
"祖母昭睿顺圣","1","1","2"
"母昭睿顺圣皇","1","1","2"
"卫都指挥使梭","1","1","2"
"都指挥使梭都","1","1","2"
"爱育黎拔力八","1","1","2"
"育黎拔力八达","1","1","2"
"木华黎国王曾","1","1","2"
"华黎国王曾孙","1","1","2"
"黎国王曾孙世","1","1","2"
"国王曾孙世德","1","1","2"
"王曾孙世德家","1","1","2"
"卜鲁罕皇后秉","1","1","2"
"鲁罕皇后秉政","1","1","2"
"右丞相答剌罕","1","1","2"
"丞相答剌罕哈","1","1","2"
"相答剌罕哈剌","1","1","2"
"答剌罕哈剌哈","1","1","2"
"剌罕哈剌哈孙","1","1","2"
"仁昭懿寿元皇","1","1","2"
"昭懿寿元皇太","1","1","2"
"懿寿元皇太后","1","1","2"
"尊号太皇太后","2","0","2"
"蒙古百姓三千","1","1","2"
"古百姓三千户","1","1","2"
"州二城户一万","2","0","2"
"急行二百余日","1","1","2"
"大德十一年春","1","1","2"
"左丞相阿忽台","1","1","2"
"丞相阿忽台等","1","1","2"
"相阿忽台等潜","1","1","2"
"阿忽台等潜谋","1","1","2"
"忽台等潜谋立","1","1","2"
"台等潜谋立安","1","1","2"
"等潜谋立安西","1","1","2"
"潜谋立安西王","1","1","2"
"谋立安西王阿","1","1","2"
"皇后伯岳吾氏","1","1","2"
"命楚王牙忽都","1","1","2"
"子西安王阿剌","1","1","2"
"拨绰骁勇善骑","1","1","2"
"绰骁勇善骑射","1","1","2"
"牙忽都年十三","1","1","2"
"王遣牙忽都将","1","1","2"
"遣牙忽都将兵","1","1","2"
"牙忽都将兵追","1","1","2"
"擒八鲁浑等献","1","1","2"
"怯绿怜河大帐","1","1","2"
"诱蒙古军二万","1","1","2"
"朵哈方居守大","1","1","2"
"太祖皇帝削平","1","1","2"
"祖皇帝削平四","1","1","2"
"皇帝削平四方","1","1","2"
"陛下洪福齐天","1","1","2"
"赐宽彻普化金","1","1","2"
"宽彻普化金银","1","1","2"
"怯薛等官侵夺","1","1","2"
"薛等官侵夺民","1","1","2"
"等官侵夺民利","1","1","2"
"宽彻普化恃宗","1","1","2"
"彻普化恃宗室","1","1","2"
"追夺宽彻普化","1","1","2"
"夺宽彻普化印","1","1","2"
"诏宽彻普化复","1","1","2"
"宽彻普化复镇","1","1","2"
"淮王帖木花监","2","0","2"
"王帖木花监国","2","0","2"
"世祖第九子脱","1","1","2"
"祖第九子脱欢","1","1","2"
"饶州牧地一百","1","1","2"
"州牧地一百顷","1","1","2"
"牧地一百顷赐","1","1","2"
"淮西廉访使陈","1","1","2"
"西廉访使陈思","1","1","2"
"使摧锋陷阵者","1","1","2"
"诸王乞塔歹等","1","1","2"
"大明兵逼京师","1","1","2"
"庆童中书左丞","2","0","2"
"童中书左丞相","2","0","2"
"中书左丞相辅","2","0","2"
"札赤剌歹札木","1","1","2"
"赤剌歹札木哈","1","1","2"
"国王木华黎略","2","0","2"
"王木华黎略地","2","0","2"
"女伯牙鲁罕公","1","1","2"
"伯牙鲁罕公主","1","1","2"
"爱牙失里公主","1","1","2"
"节度使武贵迎","1","1","2"
"度使武贵迎降","1","1","2"
"遣步兵二万袭","1","1","2"
"命天倪弟天泽","1","1","2"
"天倪弟天泽代","1","1","2"
"诏封功臣户口","1","1","2"
"郡王带孙率兵","1","1","2"
"王带孙率兵围","1","1","2"
"斩首七千余级","2","0","2"
"山东未降者尚","1","1","2"
"东未降者尚多","1","1","2"
"主上亲督大军","1","1","2"
"平定西域数年","1","1","2"
"台统蒙古军屯","1","1","2"
"千户按札统大","1","1","2"
"户按札统大军","1","1","2"
"按札统大军驻","1","1","2"
"札统大军驻河","1","1","2"
"统大军驻河北","1","1","2"
"叛将武仙围潞","1","1","2"
"将武仙围潞州","1","1","2"
"命塔思守潼关","1","1","2"
"金元帅完颜火","1","1","2"
"元帅完颜火燎","1","1","2"
"完颜合达单骑","1","1","2"
"愿分攻汴城一","1","1","2"
"分攻汴城一隅","1","1","2"
"引骑兵沿岸迎","1","1","2"
"骑兵沿岸迎射","1","1","2"
"守臣刘甫置酒","1","1","2"
"塔思攻大苏山","1","1","2"
"宋汪统制率兵","1","1","2"
"汪统制率兵三","1","1","2"
"统制率兵三千","1","1","2"
"勤劳四十余年","1","1","2"
"命霸突鲁率诸","1","1","2"
"霸突鲁率诸军","1","1","2"
"睿顺圣皇后同","1","1","2"
"顺圣皇后同母","1","1","2"
"闻一善言善行","1","1","2"
"甲率家奴数十","1","1","2"
"率家奴数十人","1","1","2"
"脱脱弟阿老瓦","1","1","2"
"脱弟阿老瓦丁","1","1","2"
"弟阿老瓦丁奋","1","1","2"
"阿老瓦丁奋戈","1","1","2"
"老瓦丁奋戈冲","1","1","2"
"虎贲卫亲军都","1","1","2"
"贲卫亲军都指","1","1","2"
"江浙行省地大","1","1","2"
"浙行省地大人","1","1","2"
"行省地大人众","1","1","2"
"祖神元皇帝接","1","1","2"
"神元皇帝接境","1","1","2"
"斤部卒盗牧马","1","1","2"
"诏赐内府七宝","1","1","2"
"赐内府七宝冠","1","1","2"
"内府七宝冠带","1","1","2"
"赐尚方玉带宝","1","1","2"
"尚方玉带宝服","1","1","2"
"妻秃忽鲁宴服","1","1","2"
"御史大夫月吕","1","1","2"
"史大夫月吕禄","1","1","2"
"左右部宗王诸","1","1","2"
"右部宗王诸帅","1","1","2"
"阿答罕三撒海","1","1","2"
"答罕三撒海地","1","1","2"
"行省兵马都元","1","1","2"
"省兵马都元帅","1","1","2"
"下河东诸州郡","1","1","2"
"察罕武勇过人","1","1","2"
"御帐前首千户","1","1","2"
"剌丁拒守铁门","1","1","2"
"丁拒守铁门关","1","1","2"
"一万四千五百","1","1","2"
"万四千五百余","1","1","2"
"四千五百余顷","1","1","2"
"赠推忠开济翊","1","1","2"
"推忠开济翊运","1","1","2"
"忠开济翊运功","1","1","2"
"开济翊运功臣","1","1","2"
"河东提刑按察","1","1","2"
"平阳路达鲁花","1","1","2"
"路达鲁花赤泰","1","1","2"
"劾江淮释教总","1","1","2"
"江淮释教总摄","1","1","2"
"淮释教总摄杨","1","1","2"
"释教总摄杨辇","1","1","2"
"教总摄杨辇真","1","1","2"
"总摄杨辇真加","1","1","2"
"小吏诬告漕臣","1","1","2"
"吏诬告漕臣刘","1","1","2"
"诬告漕臣刘献","1","1","2"
"告漕臣刘献盗","1","1","2"
"诸王百官大会","1","1","2"
"赐恩州一千户","1","1","2"
"收天下童男童","1","1","2"
"天下童男童女","1","1","2"
"授天泽兄天倪","1","1","2"
"河北西路都元","1","1","2"
"北西路都元帅","1","1","2"
"天泽合兵进围","1","1","2"
"泽合兵进围中","1","1","2"
"合兵进围中山","1","1","2"
"北京总管都元","1","1","2"
"京总管都元帅","1","1","2"
"撒里答征高丽","1","1","2"
"开元府七路征","1","1","2"
"元府七路征行","1","1","2"
"府七路征行兵","1","1","2"
"七路征行兵马","1","1","2"
"路征行兵马都","1","1","2"
"步骑数十万待","2","0","2"
"骑数十万待战","2","0","2"
"复南走归德府","1","1","2"
"选哈必赤军怯","1","1","2"
"哈必赤军怯怜","1","1","2"
"必赤军怯怜口","1","1","2"
"赤军怯怜口等","1","1","2"
"军怯怜口等五","1","1","2"
"怯怜口等五十","1","1","2"
"怜口等五十人","1","1","2"
"进攻秃里思哥","1","1","2"
"攻秃里思哥城","1","1","2"
"赠效忠宣力佐","1","1","2"
"效忠宣力佐命","1","1","2"
"鲁鲁厮国大惧","1","1","2"
"皇子察合台部","1","1","2"
"武休关东抵邓","1","1","2"
"休关东抵邓州","1","1","2"
"平章完颜合达","1","1","2"
"枢密使移剌蒲","1","1","2"
"密使移剌蒲阿","1","1","2"
"亲王按赤台等","1","1","2"
"令宗王穆直等","1","1","2"
"宋制置使陈隆","1","1","2"
"金吾卫上将军","1","1","2"
"西行中书省平","1","1","2"
"元帅兀良哈台","1","1","2"
"蒙古诸万户府","1","1","2"
"古诸万户府奥","1","1","2"
"诸万户府奥鲁","1","1","2"
"万户府奥鲁总","1","1","2"
"户府奥鲁总管","1","1","2"
"平章政事程鹏","1","1","2"
"章政事程鹏飞","1","1","2"
"政事程鹏飞建","1","1","2"
"事程鹏飞建议","1","1","2"
"程鹏飞建议征","1","1","2"
"鹏飞建议征日","1","1","2"
"飞建议征日本","1","1","2"
"右丞相顺德王","1","1","2"
"丞相顺德王答","1","1","2"
"相顺德王答剌","1","1","2"
"顺德王答剌罕","1","1","2"
"广行中书省平","1","1","2"
"广西海北道副","1","1","2"
"西海北道副使","1","1","2"
"七品印章敕授","1","1","2"
"品印章敕授局","1","1","2"
"印章敕授局官","1","1","2"
"章敕授局官五","1","1","2"
"敕授局官五十","1","1","2"
"授局官五十一","1","1","2"
"局官五十一员","1","1","2"
"增中统课缗五","1","1","2"
"中统课缗五十","1","1","2"
"统课缗五十万","1","1","2"
"授中书直省舍","1","1","2"
"中书客省副使","1","1","2"
"赐中统钞五百","1","1","2"
"中统钞五百锭","1","1","2"
"林行省理问所","1","1","2"
"行省理问所官","1","1","2"
"乞石烈氏拥兵","1","1","2"
"石烈氏拥兵数","1","1","2"
"元帅石天应守","1","1","2"
"帅石天应守河","1","1","2"
"石天应守河中","1","1","2"
"天应守河中府","1","1","2"
"兵十余万夜袭","1","1","2"
"十余万夜袭河","1","1","2"
"余万夜袭河中","1","1","2"
"宗王拔都西征","1","1","2"
"宗王旭烈兀征","1","1","2"
"王旭烈兀征剌","1","1","2"
"旭烈兀征剌里","1","1","2"
"烈兀征剌里西","1","1","2"
"兀征剌里西番","1","1","2"
"速卜带征西域","1","1","2"
"拔都征斡罗斯","1","1","2"
"麻等二十四寨","1","1","2"
"中庆路达鲁花","1","1","2"
"庆路达鲁花赤","1","1","2"
"广南西道左右","1","1","2"
"南西道左右两","1","1","2"
"西道左右两江","1","1","2"
"道左右两江宣","1","1","2"
"左右两江宣抚","1","1","2"
"右两江宣抚使","1","1","2"
"交趾将昭文王","1","1","2"
"兵四万守木兀","1","1","2"
"四万守木兀门","1","1","2"
"诸军会战二十","1","1","2"
"军会战二十余","1","1","2"
"国王木华黎前","1","1","2"
"王木华黎前锋","1","1","2"
"哈率诸部兵作","1","1","2"
"率诸部兵作乱","1","1","2"
"按摊脱脱里氏","1","1","2"
"剌军一千六百","1","1","2"
"军一千六百人","1","1","2"
"塔海甘卜同征","1","1","2"
"海甘卜同征关","1","1","2"
"甘卜同征关西","1","1","2"
"信安等处军马","1","1","2"
"邳州万户府万","1","1","2"
"州万户府万户","1","1","2"
"思乌思臧掇族","1","1","2"
"获蜀船三百艘","1","1","2"
"宋制置使刘雄","1","1","2"
"制置使刘雄飞","1","1","2"
"置使刘雄飞进","1","1","2"
"使刘雄飞进攻","1","1","2"
"刘雄飞进攻青","1","1","2"
"雄飞进攻青居","1","1","2"
"飞进攻青居山","1","1","2"
"大小五十余战","1","1","2"
"州守将王坚夜","1","1","2"
"阿哥潘率壮士","1","1","2"
"种粟二千余石","1","1","2"
"昌二十四处宣","1","1","2"
"二十四处宣慰","1","1","2"
"十四处宣慰使","1","1","2"
"益都行省军民","1","1","2"
"都行省军民达","1","1","2"
"行省军民达鲁","1","1","2"
"省军民达鲁花","1","1","2"
"京兆行省都达","1","1","2"
"兆行省都达鲁","1","1","2"
"行省都达鲁花","1","1","2"
"省都达鲁花赤","1","1","2"
"宋兵败走西山","1","1","2"
"蔡州蒙古汉军","1","1","2"
"州蒙古汉军万","1","1","2"
"蒙古汉军万户","1","1","2"
"滁州总管府达","1","1","2"
"滁州路总管府","1","1","2"
"功升昭毅大将","1","1","2"
"太宗七年南伐","1","1","2"
"史大夫博罗罕","1","1","2"
"大夫博罗罕平","1","1","2"
"率兵一千骑攻","1","1","2"
"兵一千骑攻淮","1","1","2"
"一千骑攻淮安","1","1","2"
"相兀速率本部","1","1","2"
"兀速率本部兵","1","1","2"
"山东诸军顺流","1","1","2"
"东诸军顺流东","1","1","2"
"诸军顺流东下","1","1","2"
"将校三十七人","1","1","2"
"鏖战八十余里","1","1","2"
"丞相伯颜命忽","1","1","2"
"相伯颜命忽剌","1","1","2"
"湖州路达鲁花","1","1","2"
"本万户府副镇","1","1","2"
"万户府副镇抚","1","1","2"
"瑞安县达鲁花","1","1","2"
"选充侍卫亲军","1","1","2"
"平滦路总管府","1","1","2"
"平滦路达鲁花","1","1","2"
"滦路达鲁花赤","1","1","2"
"费银七千五百","1","1","2"
"国王月仙帖木","1","1","2"
"月朵失野讷佩","1","1","2"
"朵失野讷佩金","1","1","2"
"失野讷佩金符","1","1","2"
"赐月朵失野讷","1","1","2"
"独山城达鲁花","1","1","2"
"山城达鲁花赤","1","1","2"
"山西大达鲁花","1","1","2"
"西大达鲁花赤","1","1","2"
"先皇后立定宗","1","1","2"
"皇后立定宗时","1","1","2"
"八都罕奉宪宗","1","1","2"
"高祖赤老温恺","1","1","2"
"赡思丁率千骑","1","1","2"
"云内三州都达","1","1","2"
"内三州都达鲁","1","1","2"
"三州都达鲁花","1","1","2"
"州都达鲁花赤","1","1","2"
"置陕西五路西","1","1","2"
"西蜀四川行中","1","1","2"
"蜀四川行中书","1","1","2"
"增户九千五百","1","1","2"
"户九千五百六","1","1","2"
"九千五百六十","1","1","2"
"千五百六十五","1","1","2"
"军一万二千二","1","1","2"
"万二千二百五","1","1","2"
"二千二百五十","1","1","2"
"千二百五十五","1","1","2"
"钞六千二百二","1","1","2"
"六千二百二十","1","1","2"
"千二百二十五","1","1","2"
"二百二十五锭","1","1","2"
"屯田粮九万七","1","1","2"
"田粮九万七千","1","1","2"
"粮九万七千二","1","1","2"
"九万七千二十","1","1","2"
"万七千二十一","1","1","2"
"七千二十一石","1","1","2"
"钞三百三十一","1","1","2"
"三百三十一锭","1","1","2"
"命陕西五路四","1","1","2"
"五路四川行院","1","1","2"
"路四川行院大","1","1","2"
"四川行院大小","1","1","2"
"川行院大小官","1","1","2"
"宋将昝万寿拥","1","1","2"
"将昝万寿拥强","1","1","2"
"昝万寿拥强兵","1","1","2"
"郑鼎率兵水陆","1","1","2"
"获战舰二十八","1","1","2"
"战舰二十八艘","1","1","2"
"知云南地理者","1","1","2"
"赐钞五十万缗","1","1","2"
"子纳速剌丁先","1","1","2"
"二人大喜过望","1","1","2"
"云南官员子弟","1","1","2"
"南官员子弟入","1","1","2"
"省俸金九百余","1","1","2"
"俸金九百余两","1","1","2"
"南等路宣慰司","1","1","2"
"等路宣慰司同","1","1","2"
"路宣慰司同知","1","1","2"
"授燕南河北道","1","1","2"
"河北道宣慰司","1","1","2"
"北道宣慰司同","1","1","2"
"旨令宗王协力","1","1","2"
"令宗王协力施","1","1","2"
"宗王协力施行","1","1","2"
"老赛典赤平章","1","1","2"
"居民商贾甚多","1","1","2"
"叔父阿里普海","1","1","2"
"父阿里普海牙","1","1","2"
"弟益特思海牙","1","1","2"
"夏中兴等路提","1","1","2"
"中兴等路提刑","1","1","2"
"兴等路提刑按","1","1","2"
"等路提刑按察","1","1","2"
"路提刑按察使","1","1","2"
"西北藩王遣使","1","1","2"
"北藩王遣使入","1","1","2"
"藩王遣使入朝","1","1","2"
"江东道提刑按","1","1","2"
"世祖追录元勋","1","1","2"
"一一留心参考","1","1","2"
"行中书省枢密","1","1","2"
"书省枢密院事","1","1","2"
"见天下大权尽","1","1","2"
"天下大权尽归","1","1","2"
"下大权尽归尚","1","1","2"
"大权尽归尚书","1","1","2"
"开国元勋命世","1","1","2"
"国元勋命世大","1","1","2"
