"N-gram","宋史原文","宋史翻译","Total"
"上后","1","18","19"
"叛亡","12","7","19"
"曲意","6","13","19"
"复与","15","4","19"
"白事","16","3","19"
"在乡","2","17","19"
"在兴","3","16","19"
"校司","10","9","19"
"赠武","12","7","19"
"其守","16","3","19"
"侵掠","6","13","19"
"流配","7","12","19"
"降将","10","9","19"
"春节","8","11","19"
"唐进","10","9","19"
"合格","5","14","19"
"坐赃","19","0","19"
"庆等","10","9","19"
"州陈","9","10","19"
"州河","13","6","19"
"部送","13","6","19"
"博州","9","10","19"
"中第","11","8","19"
"粟以","18","1","19"
"引对","13","6","19"
"丁德","9","10","19"
"招收","8","11","19"
"义副","10","9","19"
"置河","11","8","19"
"州巡","8","11","19"
"一本","4","15","19"
"东水","10","9","19"
"御正","18","1","19"
"别赐","5","14","19"
"私铸","10","9","19"
"为乡","14","5","19"
"使许","7","12","19"
"罢归","15","4","19"
"崖州","9","10","19"
"者还","10","9","19"
"帛不","3","16","19"
"资州","9","10","19"
"寺祈","5","14","19"
"江浙","4","15","19"
"昉为","9","10","19"
"元偁","19","0","19"
"毋以","19","0","19"
"置营","11","8","19"
"避正","18","1","19"
"光殿","9","10","19"
"复业","13","6","19"
"者上","7","12","19"
"使黄","10","9","19"
"命枢","7","12","19"
"贼首","3","16","19"
"在宰","4","15","19"
"州山","8","11","19"
"民被","15","4","19"
"诏户","14","5","19"
"练士","2","17","19"
"诏边","11","8","19"
"部军","3","16","19"
"于敌","9","10","19"
"麟府","9","10","19"
"经画","16","3","19"
"劳军","8","11","19"
"伪造","5","14","19"
"入粟","18","1","19"
"能直","9","10","19"
"杜镐","9","10","19"
"礼使","10","9","19"
"臣朝","10","9","19"
"明等","9","10","19"
"刘承","9","10","19"
"为继","5","14","19"
"言朝","8","11","19"
"皇大","9","10","19"
"给贫","5","14","19"
"牢城","9","10","19"
"市场","1","18","19"
"诏补","11","8","19"
"李德","8","11","19"
"过州","8","11","19"
"西运","5","14","19"
"封章","10","9","19"
"西四","10","9","19"
"命范","1","18","19"
"东经","10","9","19"
"捕杀","3","16","19"
"法是","1","18","19"
"任馆","2","17","19"
"又败","19","0","19"
"任两","1","18","19"
"赐诏","12","7","19"
"渝盟","19","0","19"
"李日","1","18","19"
"青涧","9","10","19"
"臣曾","5","14","19"
"即下","5","14","19"
"赵怀","9","10","19"
"遇大","8","11","19"
"理卿","9","10","19"
"朝辞","10","9","19"
"惇为","14","5","19"
"景思","9","10","19"
"宗愈","9","10","19"
"队将","5","14","19"
"命礼","5","14","19"
"悔过","5","14","19"
"禄卿","9","10","19"
"宗宝","9","10","19"
"养民","11","8","19"
"书进","7","12","19"
"建为","8","11","19"
"转三","3","16","19"
"按法","2","17","19"
"报聘","16","3","19"
"薛昂","9","10","19"
"下等","1","18","19"
"当三","10","9","19"
"纲运","9","10","19"
"领他","1","18","19"
"民困","10","9","19"
"令京","2","17","19"
"营司","9","10","19"
"权威","2","17","19"
"人叛","6","13","19"
"入都","11","8","19"
"管王","8","11","19"
"议割","11","8","19"
"命何","6","13","19"
"秉哲","10","9","19"
"技艺","4","15","19"
"且谓","19","0","19"
"责成","5","14","19"
"龙神","11","8","19"
"定议","16","3","19"
"明法","6","13","19"
"制陕","13","6","19"
"宝三","7","12","19"
"命朱","4","15","19"
"帝怒","18","1","19"
"陈思","9","10","19"
"被兵","18","1","19"
"崔增","8","11","19"
"江大","10","9","19"
"玠为","12","7","19"
"中发","2","17","19"
"国一","3","16","19"
"家与","7","12","19"
"钱司","9","10","19"
"在百","1","18","19"
"亲族","7","12","19"
"取河","9","10","19"
"王喜","9","10","19"
"视边","2","17","19"
"远等","9","10","19"
"本钱","5","14","19"
"欠租","1","18","19"
"纥石","12","7","19"
"奏院","9","10","19"
"自治","11","8","19"
"制胜","9","10","19"
"旧官","12","7","19"
"顺城","6","13","19"
"卢仲","7","12","19"
"忠顺","7","12","19"
"所招","10","9","19"
"正志","10","9","19"
"忠不","10","9","19"
"收租","4","15","19"
"行边","15","4","19"
"叶衡","9","10","19"
"吴琚","7","12","19"
"茶寇","8","11","19"
"任军","3","16","19"
"义役","9","10","19"
"抑配","9","10","19"
"德宗","9","10","19"
"要冲","6","13","19"
"下到","1","18","19"
"藩邸","15","4","19"
"人性","3","16","19"
"重明","10","9","19"
"对辅","5","14","19"
"帅不","5","14","19"
"会金","19","0","19"
"才二","5","14","19"
"势之","10","9","19"
"全以","13","6","19"
"贪吏","11","8","19"
"于危","3","16","19"
"儒家","2","17","19"
"八陵","10","9","19"
"赵邦","7","12","19"
"役之","15","4","19"
"右大","4","15","19"
"兵多","8","11","19"
"院兼","10","9","19"
"其害","14","5","19"
"府洞","10","9","19"
"急切","2","17","19"
"合力","2","17","19"
"宪宗","9","10","19"
"温和","2","17","19"
"四官","8","11","19"
"师夔","9","10","19"
"鏖战","12","7","19"
"令临","3","16","19"
"赵孟","7","12","19"
"赵世","4","15","19"
"先入","12","7","19"
"复壶","9","10","19"
"勾陈","7","12","19"
"口中","3","16","19"
"大狱","12","7","19"
"隋志","19","0","19"
"极九","10","9","19"
"先起","8","11","19"
"旧去","19","0","19"
"极八","10","9","19"
"聚会","1","18","19"
"信中","1","18","19"
"居相","14","5","19"
"外议","11","8","19"
"间没","1","18","19"
"善等","9","10","19"
"是奏","3","16","19"
"锐意","12","7","19"
"原人","4","15","19"
"承宗","9","10","19"
"将近","1","18","19"
"是行","7","12","19"
"父任","17","2","19"
"以荫","12","7","19"
"唐末","10","9","19"
"士论","15","4","19"
"此开","1","18","19"
"廷于","2","17","19"
"寻常","2","17","19"
"法相","2","17","19"
"为干","4","15","19"
"是立","1","18","19"
"林特","8","11","19"
"在学","2","17","19"
"莫如","10","9","19"
"而李","4","15","19"
"增设","1","18","19"
"以指","6","13","19"
"讲说","11","8","19"
"逐去","9","10","19"
"未报","11","8","19"
"殿召","1","18","19"
"譬如","11","8","19"
"下开","7","12","19"
"是分","2","17","19"
"在宋","1","18","19"
"迫使","2","17","19"
"手握","1","18","19"
"来为","3","16","19"
"曾与","2","17","19"
"一上","2","17","19"
"为严","3","16","19"
"任武","1","18","19"
"推广","4","15","19"
"率同","13","6","19"
"撤去","1","18","19"
"史册","2","17","19"
"然就","2","17","19"
"痛心","3","16","19"
"有去","3","16","19"
"人惊","5","14","19"
"最重","2","17","19"
"申请","5","14","19"
"别是","1","18","19"
"而遭","2","17","19"
"〈王","19","0","19"
"中时","4","15","19"
"拥立","2","17","19"
"张国","6","13","19"
"刘勉","3","16","19"
"真能","3","16","19"
"才出","1","18","19"
"体察","1","18","19"
"炎三","5","14","19"
"比不","1","18","19"
"使后","4","15","19"
"月举","1","18","19"
"是恢","1","18","19"
"所要","2","17","19"
"为以","1","18","19"
"从淮","1","18","19"
"及甫","10","9","19"
"货币","1","18","19"
"虎出","1","18","19"
"中游","1","18","19"
"梅尧","1","18","19"
"石曰","19","0","19"
"任谏","1","18","19"
"士宁","8","11","19"
"世军","6","13","19"
"己请","1","18","19"
"削弱","1","18","19"
"护城","1","18","19"
"飞曰","19","0","19"
"奸贼","1","18","19"
"治政","1","18","19"
"是名","1","18","19"
"面相","1","18","19"
"史上","1","18","19"
"我请","1","18","19"
"后消","1","18","19"
"劝阻","0","19","19"
"固的","0","19","19"
"早就","0","19","19"
"的诸","0","19","19"
"的羌","0","19","19"
"他地","0","19","19"
"着的","0","19","19"
"要想","0","19","19"
"的少","0","19","19"
"教诲","0","19","19"
"说你","0","19","19"
"比一","0","19","19"
"是担","0","19","19"
"派的","0","19","19"
"察到","0","19","19"
"的疆","0","19","19"
"靠的","0","19","19"
"旧时","0","19","19"
"赡养","0","19","19"
"功丧","0","19","19"
"我要","0","19","19"
"附属","0","19","19"
"围的","0","19","19"
"配合","0","19","19"
"状况","0","19","19"
"的目","0","19","19"
"登基","0","19","19"
"臣听","0","19","19"
"宴席","0","19","19"
"用手","0","19","19"
"备了","0","19","19"
"的能","0","19","19"
"祸的","0","19","19"
"现大","0","19","19"
"说完","0","19","19"
"击打","0","19","19"
"都对","0","19","19"
"女的","0","19","19"
"个国","0","19","19"
"个个","0","19","19"
"到过","0","19","19"
"得这","0","19","19"
"对着","0","19","19"
"朱修","0","19","19"
"苦的","0","19","19"
"制他","0","19","19"
"果你","0","19","19"
"们可","0","19","19"
"对百","0","19","19"
"白白","0","19","19"
"现有","0","19","19"
"没想","0","19","19"
"他能","0","19","19"
"写得","0","19","19"
"对刘","0","19","19"
"果他","0","19","19"
"知识","0","19","19"
"划定","0","19","19"
"忘掉","0","19","19"
"背离","0","19","19"
"易的","0","19","19"
"果没","0","19","19"
"完善","0","19","19"
"的回","0","19","19"
"威作","0","19","19"
"作福","0","19","19"
"搜刮","0","19","19"
"掩盖","0","19","19"
"的富","0","19","19"
"他身","0","19","19"
"管的","0","19","19"
"历的","0","19","19"
"表扬","0","19","19"
"不担","0","19","19"
"的还","0","19","19"
"抢夺","0","19","19"
"的干","0","19","19"
"尽职","0","19","19"
"到燕","0","19","19"
"是做","0","19","19"
"应他","0","19","19"
"闲职","0","19","19"
"们家","0","19","19"
"皇的","0","19","19"
"和上","0","19","19"
"骗皇","0","19","19"
"偷偷","0","19","19"
"这本","0","19","19"
"欢他","0","19","19"
"到极","0","19","19"
"沈亮","0","19","19"
"到那","0","19","19"
"而离","0","19","19"
"情发","0","19","19"
"么国","0","19","19"
"说赵","0","19","19"
"到州","0","19","19"
"更替","0","19","19"
"论认","0","19","19"
"住处","0","19","19"
"要发","0","19","19"
"发的","0","19","19"
"告的","0","19","19"
"动叛","0","19","19"
"个名","0","19","19"
"下说","0","19","19"
"佩银","0","19","19"
"地面","0","19","19"
"扼守","0","19","19"
"责令","0","19","19"
"升起","0","19","19"
"拜任","0","19","19"
"贼人","0","19","19"
"寇的","0","19","19"
"我身","0","19","19"
"获了","0","19","19"
"老虎","0","19","19"
"住所","0","19","19"
"试的","0","19","19"
"记在","0","19","19"
"膳食","0","19","19"
"伐他","0","19","19"
"任平","0","19","19"
"创建","0","19","19"
"都按","0","19","19"
"及各","0","19","19"
"划归","0","19","19"
"的江","0","19","19"
"伤了","0","19","19"
"进京","0","19","19"
"没答","0","19","19"
"被改","0","19","19"
"行瘟","0","19","19"
"兵逃","0","19","19"
"但都","0","19","19"
"害死","0","19","19"
"们多","0","19","19"
"秦代","0","19","19"
"了重","0","19","19"
"制了","0","19","19"
"夏的","0","19","19"
"行宴","0","19","19"
"就发","0","19","19"
"年份","0","19","19"
"利弊","0","19","19"
"书裹","0","19","19"
"池的","0","19","19"
"葬的","0","19","19"
"们议","0","19","19"
"礼完","0","19","19"
"更何","0","19","19"
"全备","0","19","19"
"的厚","0","19","19"
"令让","0","19","19"
"帝和","0","19","19"
"怕有","0","19","19"
"次献","0","19","19"
"帝征","0","19","19"
"到同","0","19","19"
"也以","0","19","19"
"坐的","0","19","19"
"灭了","0","19","19"
"我愿","0","19","19"
"深沉","0","19","19"
"放置","0","19","19"
"被迁","0","19","19"
"指的","0","19","19"
"的喜","0","19","19"
"怠慢","0","19","19"
"常说","0","19","19"
"外各","0","19","19"
"木材","0","19","19"
"招待","0","19","19"
"黑夜","0","19","19"
"替自","0","19","19"
"爱他","0","19","19"
"谓的","0","19","19"
"取来","0","19","19"
"昌的","0","19","19"
"再派","0","19","19"
"北进","0","19","19"
"了黄","0","19","19"
"报说","0","19","19"
"库的","0","19","19"
"刘骏","0","19","19"
"姓遭","0","19","19"
"到夏","0","19","19"
"那儿","0","19","19"
"把持","0","19","19"
"抢掠","0","19","19"
"也能","0","19","19"
"州是","0","19","19"
"稳定","0","19","19"
"他加","0","19","19"
"裕的","0","19","19"
"被抓","0","19","19"
"个职","0","19","19"
"拔的","0","19","19"
"统管","0","19","19"
"效国","0","19","19"
"他后","0","19","19"
"求杀","0","19","19"
"阐明","0","19","19"
"兵赶","0","19","19"
"有允","0","19","19"
"救活","0","19","19"
"生们","0","19","19"
"置各","0","19","19"
"中派","0","19","19"
"他前","0","19","19"
"止各","0","19","19"
"置到","0","19","19"
"份退","0","19","19"
"元翱","0","19","19"
"诏因","0","19","19"
"后溢","0","19","19"
"宗病","0","19","19"
"遭贬","0","19","19"
"选派","0","19","19"
"元党","0","19","19"
"动身","0","19","19"
"就退","0","19","19"
"一叫","0","19","19"
"担责","0","19","19"
"压抑","0","19","19"
"普的","0","19","19"
"寨的","0","19","19"
"的强","0","19","19"
"秦火","0","19","19"
"火喜","0","19","19"
"祖与","12","6","18"
"实由","16","2","18"
"遂使","15","3","18"
"北为","15","3","18"
"常数","12","6","18"
"因时","10","8","18"
"作有","2","16","18"
"悉皆","18","0","18"
"昭宣","10","8","18"
"亦非","18","0","18"
"复本","11","7","18"
"常想","1","17","18"
"敢出","10","8","18"
"前史","13","5","18"
"庶为","10","8","18"
"白于","16","2","18"
"以动","12","6","18"
"阳二","8","10","18"
"遂寝","18","0","18"
"而莫","17","1","18"
"余以","17","1","18"
"星皆","18","0","18"
"旧事","8","10","18"
"以追","3","15","18"
"有周","10","8","18"
"岂容","18","0","18"
"社之","17","1","18"
"所望","14","4","18"
"后乃","18","0","18"
"非也","18","0","18"
"数倍","11","7","18"
"景纯","9","9","18"
"并言","17","1","18"
"是元","1","17","18"
"室内","6","12","18"
"翩翩","8","10","18"
"虑其","17","1","18"
"此盖","17","1","18"
"之妖","16","2","18"
"故吏","9","9","18"
"者大","12","6","18"
"再至","17","1","18"
"莫之","18","0","18"
"非之","16","2","18"
"发屋","17","1","18"
"有非","8","10","18"
"日无","17","1","18"
"安在","15","3","18"
"正朝","10","8","18"
"陵上","16","2","18"
"震怒","11","7","18"
"凡此","16","2","18"
"戮之","15","3","18"
"如意","7","11","18"
"凶门","9","9","18"
"礼典","6","12","18"
"以逸","11","7","18"
"兴于","12","6","18"
"纳其","17","1","18"
"躬自","17","1","18"
"以微","13","5","18"
"伏愿","17","1","18"
"为轻","10","8","18"
"关西","10","8","18"
"财宝","7","11","18"
"爱其","18","0","18"
"同之","14","4","18"
"攻伐","5","13","18"
"任过","1","17","18"
"穷治","17","1","18"
"增损","13","5","18"
"中来","8","10","18"
"及长","18","0","18"
"上使","9","9","18"
"每以","16","2","18"
"沮丧","3","15","18"
"子者","13","5","18"
"之善","17","1","18"
"大意","3","15","18"
"之坐","16","2","18"
"为虚","13","5","18"
"有限","6","12","18"
"乞解","18","0","18"
"圣慈","10","8","18"
"之选","16","2","18"
"所执","17","1","18"
"风采","8","10","18"
"猖狂","7","11","18"
"上无","9","9","18"
"实无","14","4","18"
"之积","15","3","18"
"在臣","12","6","18"
"三光","12","6","18"
"公行","14","4","18"
"自来","13","5","18"
"性之","11","7","18"
"赫然","10","8","18"
"上国","13","5","18"
"当复","18","0","18"
"言天","18","0","18"
"之罢","16","2","18"
"善其","15","3","18"
"之共","10","8","18"
"应与","4","14","18"
"身以","12","6","18"
"应得","6","12","18"
"坐视","10","8","18"
"以谋","10","8","18"
"高皇","8","10","18"
"俯首","10","8","18"
"不才","14","4","18"
"搢绅","18","0","18"
"乌合","9","9","18"
"火之","9","9","18"
"时齐","9","9","18"
"谈笑","9","9","18"
"赴水","12","6","18"
"居士","10","8","18"
"卿士","11","7","18"
"宋氏","11","7","18"
"并行","11","7","18"
"令严","5","13","18"
"而犹","14","4","18"
"忧惧","11","7","18"
"入侍","14","4","18"
"遣部","7","11","18"
"政有","11","7","18"
"令上","7","11","18"
"年逋","18","0","18"
"乃还","18","0","18"
"参决","10","8","18"
"以交","11","7","18"
"于诗","10","8","18"
"次日","6","12","18"
"弘肇","8","10","18"
"而宰","9","9","18"
"簿书","11","7","18"
"复取","18","0","18"
"此举","11","7","18"
"民舍","13","5","18"
"将失","9","9","18"
"其政","12","6","18"
"袖中","6","12","18"
"以计","15","3","18"
"亲书","13","5","18"
"书大","10","8","18"
"事皆","18","0","18"
"事功","11","7","18"
"及行","14","4","18"
"谢事","16","2","18"
"居数","17","1","18"
"间出","9","9","18"
"则用","9","9","18"
"日至","14","4","18"
"加高","7","11","18"
"军何","10","8","18"
"子入","10","8","18"
"晦为","8","10","18"
"弘为","9","9","18"
"台城","6","12","18"
"讳为","15","3","18"
"垣闳","9","9","18"
"怀珍","10","8","18"
"军巴","9","9","18"
"西秦","9","9","18"
"守建","10","8","18"
"孙超","8","10","18"
"及中","11","7","18"
"水深","7","11","18"
"诸国","13","5","18"
"铙歌","7","11","18"
"洛书","8","10","18"
"寸四","9","9","18"
"犯箕","9","9","18"
"称天","8","10","18"
"宫西","8","10","18"
"祖讨","9","9","18"
"后六","10","8","18"
"徽四","8","10","18"
"下归","9","9","18"
"上五","9","9","18"
"国上","3","15","18"
"初宁","9","9","18"
"武四","9","9","18"
"昭帝","9","9","18"
"晋康","9","9","18"
"州又","6","12","18"
"阴雨","3","15","18"
"本名","11","7","18"
"时废","9","9","18"
"建初","9","9","18"
"平令","9","9","18"
"骑中","10","8","18"
"直勤","11","7","18"
"候王","8","10","18"
"二品","9","9","18"
"府将","7","11","18"
"密承","9","9","18"
"门为","6","12","18"
"德隆","9","9","18"
"使田","9","9","18"
"为均","4","14","18"
"为并","11","7","18"
"守本","9","9","18"
"锡为","6","12","18"
"领诸","8","10","18"
"葛霸","9","9","18"
"分屯","14","4","18"
"仪院","9","9","18"
"鲁宗","9","9","18"
"公蕴","9","9","18"
"王随","8","10","18"
"若谷","9","9","18"
"等内","10","8","18"
"建功","3","15","18"
"孙女","7","11","18"
"相韩","8","10","18"
"下吏","16","2","18"
"徐国","8","10","18"
"北宅","9","9","18"
"吾卫","9","9","18"
"留王","7","11","18"
"符末","9","9","18"
"西帅","11","7","18"
"各置","15","3","18"
"以敷","12","6","18"
"围田","9","9","18"
"更迭","7","11","18"
"权给","10","8","18"
"罢四","12","6","18"
"圣宪","9","9","18"
"文太","9","9","18"
"置广","9","9","18"
"李虎","8","10","18"
"督行","10","8","18"
"兵甲","11","7","18"
"以朱","11","7","18"
"以程","12","6","18"
"何梦","9","9","18"
"梦然","9","9","18"
"东州","9","9","18"
"归化","9","9","18"
"符宝","9","9","18"
"谢堂","8","10","18"
"曾渊","8","10","18"
"削一","18","0","18"
"为史","8","10","18"
"北宣","9","9","18"
"尺一","8","10","18"
"上旬","3","15","18"
"车中","7","11","18"
"及天","9","9","18"
"王存","9","9","18"
"子五","7","11","18"
"加兼","13","5","18"
"祁国","9","9","18"
"东川","9","9","18"
"雄为","6","12","18"
"方馆","9","9","18"
"德玄","9","9","18"
"改左","14","4","18"
"左补","10","8","18"
"都提","7","11","18"
"官知","8","10","18"
"判馆","9","9","18"
"居外","14","4","18"
"司判","9","9","18"
"绯鱼","11","7","18"
"忠之","11","7","18"
"备库","10","8","18"
"进使","10","8","18"
"知亳","13","5","18"
"进龙","16","2","18"
"阴人","8","10","18"
"发遣","12","6","18"
"集十","11","7","18"
"历三","11","7","18"
"后调","1","17","18"
"牧使","8","10","18"
"光山","8","10","18"
"练推","9","9","18"
"朝史","9","9","18"
"兼左","9","9","18"
"西常","9","9","18"
"盐司","9","9","18"
"歌词","2","16","18"
"架阁","9","9","18"
"右郎","9","9","18"
"江人","8","10","18"
"金部","9","9","18"
"邓艾","8","10","18"
"为丞","7","11","18"
"封人","9","9","18"
"兵复","16","2","18"
"身长","10","8","18"
"每战","11","7","18"
"然一","6","12","18"
"乃引","18","0","18"
"祖率","5","13","18"
"用我","5","13","18"
"称诏","10","8","18"
"密诏","10","8","18"
"等曰","18","0","18"
"交锋","5","13","18"
"刘籓","17","1","18"
"以虚","12","6","18"
"祖进","6","12","18"
"等共","9","9","18"
"大贵","10","8","18"
"张天","9","9","18"
"军殷","8","10","18"
"义旗","14","4","18"
"兵众","8","10","18"
"拔之","18","0","18"
"其变","14","4","18"
"为美","11","7","18"
"陈请","10","8","18"
"祖上","1","17","18"
"求救","8","10","18"
"献马","11","7","18"
"贼曹","9","9","18"
"斩于","12","6","18"
"黄钺","12","6","18"
"其必","17","1","18"
"众三","13","5","18"
"阳下","2","16","18"
"能禁","10","8","18"
"师于","14","4","18"
"终为","13","5","18"
"并于","9","9","18"
"配以","9","9","18"
"之兄","12","6","18"
"之迹","15","3","18"
"常人","7","11","18"
"鲁轨","6","12","18"
"授命","3","15","18"
"令天","7","11","18"
"逵之","10","8","18"
"领南","13","5","18"
"不名","17","1","18"
"入居","15","3","18"
"减半","9","9","18"
"祠南","17","1","18"
"文行","16","2","18"
"时秦","6","12","18"
"中任","1","17","18"
"天历","13","5","18"
"宋世","13","5","18"
"诏赦","10","8","18"
"跋嗣","1","17","18"
"昌郡","9","9","18"
"为庶","14","4","18"
"侍者","9","9","18"
"章后","4","14","18"
"民出","11","7","18"
"阅武","13","5","18"
"宏为","8","10","18"
"史长","9","9","18"
"守李","9","9","18"
"凡六","18","0","18"
"庾登","7","11","18"
"狱死","17","1","18"
"沈演","7","11","18"
"还至","18","0","18"
"往日","5","13","18"
"人身","5","13","18"
"亡而","7","11","18"
"斌为","10","8","18"
"邹山","9","9","18"
"于寿","16","2","18"
"人治","7","11","18"
"陆王","9","9","18"
"五兵","10","8","18"
"力田","14","4","18"
"成太","8","10","18"
"守沈","9","9","18"
"后者","16","2","18"
"阮佃","6","12","18"
"不仁","7","11","18"
"病人","2","16","18"
"郡长","5","13","18"
"中如","12","6","18"
"军吴","9","9","18"
"及河","11","7","18"
"冲王","8","10","18"
"并受","13","5","18"
"粮运","9","9","18"
"怀明","9","9","18"
"贫者","17","1","18"
"许人","13","5","18"
"立有","1","17","18"
"史范","9","9","18"
"物质","1","17","18"
"傅为","10","8","18"
"乘金","7","11","18"
"云罕","7","11","18"
"杨伟","7","11","18"
"书自","11","7","18"
"史之","9","9","18"
"太蔟","13","5","18"
"之深","12","6","18"
"中吕","9","9","18"
"五音","8","10","18"
"知何","11","7","18"
"用长","6","12","18"
"汉世","17","1","18"
"者用","6","12","18"
"历志","6","12","18"
"所制","9","9","18"
"既成","16","2","18"
"星度","8","10","18"
"改易","12","6","18"
"昏明","11","7","18"
"等言","18","0","18"
"大魏","11","7","18"
"同出","7","11","18"
"大才","9","9","18"
"复使","14","4","18"
"术曰","18","0","18"
"大寒","13","5","18"
"余不","12","6","18"
"所共","9","9","18"
"少为","11","7","18"
"则后","15","3","18"
"而留","11","7","18"
"留二","12","6","18"
"汉水","6","12","18"
"在昴","9","9","18"
"发不","13","5","18"
"旧礼","11","7","18"
"令长","9","9","18"
"臣礼","12","6","18"
"所服","17","1","18"
"于紫","13","5","18"
"道娱","10","8","18"
"上应","2","16","18"
"钟山","8","10","18"
"方进","8","10","18"
"惠王","9","9","18"
"得如","8","10","18"
"崇阳","9","9","18"
"中监","7","11","18"
"当依","2","16","18"
"传以","14","4","18"
"依礼","13","5","18"
"议已","8","10","18"
"可成","10","8","18"
"素服","12","6","18"
"礼有","12","6","18"
"廷所","7","11","18"
"成公","10","8","18"
"闰九","4","14","18"
"年在","4","14","18"
"阳国","9","9","18"
"玄云","14","4","18"
"伯子","8","10","18"
"京尹","9","9","18"
"遂有","17","1","18"
"有吴","5","13","18"
"天明","1","17","18"
"德不","12","6","18"
"与南","9","9","18"
"以酒","16","2","18"
"谷之","11","7","18"
"有分","4","14","18"
"外事","11","7","18"
"帝与","11","7","18"
"以崇","14","4","18"
"之别","12","6","18"
"谓有","12","6","18"
"内则","10","8","18"
"史籍","6","12","18"
"以风","15","3","18"
"家多","6","12","18"
"三祖","11","7","18"
"祔于","18","0","18"
"更新","5","13","18"
"弟为","9","9","18"
"帝上","1","17","18"
"于彭","12","6","18"
"以客","11","7","18"
"不共","8","10","18"
"无疑","9","9","18"
"则王","13","5","18"
"朝所","6","12","18"
"曰有","15","3","18"
"帝及","12","6","18"
"付之","17","1","18"
"启圣","10","8","18"
"由大","3","15","18"
"是合","1","17","18"
"同王","3","15","18"
"大统","14","4","18"
"陵国","8","10","18"
"而亲","5","13","18"
"立社","7","11","18"
"师而","12","6","18"
"以议","14","4","18"
"居多","13","5","18"
"复设","3","15","18"
"谓左","17","1","18"
"有追","4","14","18"
"诏依","11","7","18"
"用小","2","16","18"
"乘传","16","2","18"
"其君","15","3","18"
"首饰","5","13","18"
"自皇","8","10","18"
"以就","9","9","18"
"简易","11","7","18"
"服侍","2","16","18"
"书到","1","17","18"
"至极","5","13","18"
"房中","5","13","18"
"生等","9","9","18"
"光辉","3","15","18"
"千年","2","16","18"
"通用","7","11","18"
"帝已","5","13","18"
"二曲","10","8","18"
"作新","7","11","18"
"散亡","12","6","18"
"五斗","8","10","18"
"于两","8","10","18"
"有增","3","15","18"
"府内","8","10","18"
"谬误","4","14","18"
"无力","2","16","18"
"背上","2","16","18"
"睢阳","10","8","18"
"下临","10","8","18"
"其贤","15","3","18"
"章和","7","11","18"
"项城","8","10","18"
"弹琴","3","15","18"
"衍德","9","9","18"
"动物","4","14","18"
"屠城","10","8","18"
"自许","9","9","18"
"如神","8","10","18"
"命也","16","2","18"
"如天","13","5","18"
"先皇","7","11","18"
"除害","9","9","18"
"动军","1","17","18"
"尧咨","9","9","18"
"下知","12","6","18"
"史言","17","1","18"
"论天","8","10","18"
"极七","9","9","18"
"出二","6","12","18"
"衡为","11","7","18"
"则吉","15","3","18"
"疾而","17","1","18"
"王鉴","9","9","18"
"亮以","12","6","18"
"犯荧","13","5","18"
"有边","9","9","18"
"疑有","11","7","18"
"易政","17","1","18"
"西羌","8","10","18"
"杀后","1","17","18"
"相也","14","4","18"
"兵归","12","6","18"
"有强","7","11","18"
"人流","6","12","18"
"劲兵","10","8","18"
"市中","10","8","18"
"犯金","5","13","18"
"从河","2","16","18"
"在月","1","17","18"
"敢进","9","9","18"
"有行","6","12","18"
"大石","8","10","18"
"火光","8","10","18"
"武当","9","9","18"
"即是","2","16","18"
"知汉","13","5","18"
"世俗","3","15","18"
"而刘","7","11","18"
"必得","16","2","18"
"力也","18","0","18"
"布诏","1","17","18"
"孙以","13","5","18"
"即可","8","10","18"
"言黄","14","4","18"
"时称","4","14","18"
"之起","13","5","18"
"背负","3","15","18"
"西界","9","9","18"
"命胡","6","12","18"
"兴九","2","16","18"
"下则","8","10","18"
"刘衍","6","12","18"
"宁海","9","9","18"
"郡邑","14","4","18"
"二花","9","9","18"
"为时","13","5","18"
"行传","7","11","18"
"丁零","9","9","18"
"间隙","6","12","18"
"上长","2","16","18"
"人失","6","12","18"
"翕然","17","1","18"
"永熙","9","9","18"
"白祥","9","9","18"
"境之","4","14","18"
"大船","2","16","18"
"子澄","10","8","18"
"被烧","2","16","18"
"归京","9","9","18"
"后同","10","8","18"
"师北","8","10","18"
"灵秀","9","9","18"
"兵势","11","7","18"
"国灭","2","16","18"
"易妖","9","9","18"
"为丹","11","7","18"
"妻之","15","3","18"
"忧之","18","0","18"
"救灾","4","14","18"
"兵无","11","7","18"
"苍黑","5","13","18"
"欲其","18","0","18"
"决事","14","4","18"
"不原","17","1","18"
"杀无","5","13","18"
"州江","10","8","18"
"三道","9","9","18"
"年死","2","16","18"
"任转","4","14","18"
"法当","12","6","18"
"为女","16","2","18"
"怀孕","2","16","18"
"甚切","18","0","18"
"右两","3","15","18"
"属之","13","5","18"
"能发","2","16","18"
"才气","6","12","18"
"以赃","17","1","18"
"能如","7","11","18"
"建之","12","6","18"
"复二","13","5","18"
"到彭","1","17","18"
"雨连","2","16","18"
"任以","12","6","18"
"国难","5","13","18"
"子从","6","12","18"
"我得","5","13","18"
"子等","8","10","18"
"请假","3","15","18"
"信所","11","7","18"
"祖出","9","9","18"
"北岸","6","12","18"
"为书","13","5","18"
"俊与","13","5","18"
"申王","10","8","18"
"玄辅","9","9","18"
"纲目","9","9","18"
"死无","11","7","18"
"广博","1","17","18"
"明公","8","10","18"
"小过","6","12","18"
"补太","10","8","18"
"能独","9","9","18"
"便在","2","16","18"
"受先","5","13","18"
